"country_topic","party","election","num_speeches","doc_id","country","topic","wf_score","wf_se"
"Belgium_Environment - Growth",21426,2014,587,26,"Belgium","Environment - Growth",1.00564732979633,0.030078754868817
"Belgium_Environment - Growth",21426,2019,609,27,"Belgium","Environment - Growth",1.12430332334385,0.027809330709084
"Belgium_Environment - Growth",21430,2007,140,28,"Belgium","Environment - Growth",-0.481818454772582,0.058889362390939
"Belgium_Environment - Growth",21521,2007,146,29,"Belgium","Environment - Growth",-1.13159063199745,0.02624845341932
"Belgium_Environment - Growth",21521,2010,102,30,"Belgium","Environment - Growth",-0.102125950184552,0.0814116412482166
"Belgium_Environment - Growth",21521,2014,495,31,"Belgium","Environment - Growth",-0.718437478277363,0.0276671447712952
"Belgium_Environment - Growth",21521,2019,567,32,"Belgium","Environment - Growth",-0.777242632921267,0.0237209282975069
"Belgium_Environment - Growth",21522,2007,165,33,"Belgium","Environment - Growth",1.21498296005396,0.0533676836738246
"Belgium_Environment - Growth",21522,2010,265,34,"Belgium","Environment - Growth",1.38396566905372,0.0423060844054777
"Belgium_Environment - Growth",21522,2014,650,35,"Belgium","Environment - Growth",1.34806218625404,0.0261297850961038
"Belgium_Environment - Growth",21522,2019,47,36,"Belgium","Environment - Growth",0.780169564543424,0.121524023197335
"Belgium_Environment - Growth",21710,2014,20,37,"Belgium","Environment - Growth",0.28355706381101,0.171955952836512
"Belgium_Environment - Growth",21912,2014,72,38,"Belgium","Environment - Growth",0.873600125182547,0.0922907259638174
"Belgium_Environment - Growth",21912,2019,212,39,"Belgium","Environment - Growth",0.82463030180207,0.052705442029819
"Belgium_Environment - Growth",21916,2007,71,40,"Belgium","Environment - Growth",-0.70912898311118,0.0762587096088411
"Belgium_Environment - Growth",21916,2010,39,41,"Belgium","Environment - Growth",-0.0887953827144999,0.13114170478255
"Belgium_Environment - Growth",21916,2014,132,42,"Belgium","Environment - Growth",-0.563513020063901,0.05793041470053
"Belgium_Environment - Growth",21916,2019,247,43,"Belgium","Environment - Growth",-0.746045447300567,0.0371745386571324
"Belgium_Environment - Growth",21917,2007,44,44,"Belgium","Environment - Growth",-1.3481266686654,0.0298627536444974
"Belgium_Environment - Growth",21917,2010,39,45,"Belgium","Environment - Growth",-1.3276181997792,0.0326846946550092
"Belgium_Environment - Growth",21917,2014,13,46,"Belgium","Environment - Growth",-1.14694333489133,0.0926523091420096
"Belgium_Environment - Growth",21917,2019,102,47,"Belgium","Environment - Growth",-1.28453744774542,0.02268930087288
"Belgium_Labour and Social Welfare",21111,2007,1092,1,"Belgium","Labour and Social Welfare",1.1683884108564,0.0136495297985618
"Belgium_Labour and Social Welfare",21111,2010,730,2,"Belgium","Labour and Social Welfare",1.21643236479285,0.014977587022608
"Belgium_Labour and Social Welfare",21111,2019,798,3,"Belgium","Labour and Social Welfare",1.04669714939945,0.0239107620570621
"Belgium_Labour and Social Welfare",21112,2007,588,4,"Belgium","Labour and Social Welfare",-0.986744861130272,0.0198261643991412
"Belgium_Labour and Social Welfare",21112,2010,492,5,"Belgium","Labour and Social Welfare",-1.0875001417644,0.0183487431951779
"Belgium_Labour and Social Welfare",21112,2014,2811,6,"Belgium","Labour and Social Welfare",-1.25397898412343,0.0046342450027825
"Belgium_Labour and Social Welfare",21112,2019,861,7,"Belgium","Labour and Social Welfare",-0.708545379145077,0.0232242159498899
"Belgium_Labour and Social Welfare",21221,2007,65,8,"Belgium","Labour and Social Welfare",-0.512622943608891,0.0978504230493621
"Belgium_Labour and Social Welfare",21230,2014,1642,9,"Belgium","Labour and Social Welfare",-0.498854694372918,0.0189214890525079
"Belgium_Labour and Social Welfare",21230,2019,2535,10,"Belgium","Labour and Social Welfare",-0.596405746982918,0.014743401974302
"Belgium_Labour and Social Welfare",21321,2007,81,11,"Belgium","Labour and Social Welfare",-0.7144739060033,0.0792179150739709
"Belgium_Labour and Social Welfare",21321,2010,231,12,"Belgium","Labour and Social Welfare",-0.640452434155602,0.0495026834064998
"Belgium_Labour and Social Welfare",21321,2014,2232,13,"Belgium","Labour and Social Welfare",-0.721668982723754,0.0137524822968986
"Belgium_Labour and Social Welfare",21321,2019,1418,14,"Belgium","Labour and Social Welfare",-0.855939469056084,0.0143031978401243
"Belgium_Labour and Social Welfare",21322,2007,1722,15,"Belgium","Labour and Social Welfare",1.40656022205189,0.00520253201867121
"Belgium_Labour and Social Welfare",21322,2010,805,16,"Belgium","Labour and Social Welfare",1.46263800858368,0.00633812304810151
"Belgium_Labour and Social Welfare",21322,2014,1932,17,"Belgium","Labour and Social Welfare",1.42366789466154,0.00442625157175968
"Belgium_Labour and Social Welfare",21322,2019,3628,18,"Belgium","Labour and Social Welfare",1.42463015480333,0.00348946882770124
"Belgium_Labour and Social Welfare",21330,2007,239,19,"Belgium","Labour and Social Welfare",-0.584619743292096,0.0473932997234189
"Belgium_Labour and Social Welfare",21421,2007,480,20,"Belgium","Labour and Social Welfare",-0.788529428040104,0.0292594244154405
"Belgium_Labour and Social Welfare",21421,2010,389,21,"Belgium","Labour and Social Welfare",-0.796693297668555,0.0358047935002194
"Belgium_Labour and Social Welfare",21421,2014,314,22,"Belgium","Labour and Social Welfare",-0.852934884310295,0.0350014307324088
"Belgium_Labour and Social Welfare",21421,2019,520,23,"Belgium","Labour and Social Welfare",-0.596051300333162,0.0315120595852053
"Belgium_Labour and Social Welfare",21426,2007,1785,24,"Belgium","Labour and Social Welfare",1.23911564339487,0.00959677040344812
"Belgium_Labour and Social Welfare",21426,2010,1212,25,"Belgium","Labour and Social Welfare",1.21824766249251,0.0126456343882493
"Belgium_Labour and Social Welfare",21426,2014,2393,26,"Belgium","Labour and Social Welfare",1.16598728574947,0.00931256388035371
"Belgium_Labour and Social Welfare",21426,2019,1372,27,"Belgium","Labour and Social Welfare",1.1988873114055,0.0119107075452499
"Belgium_Labour and Social Welfare",21430,2007,98,28,"Belgium","Labour and Social Welfare",-0.294038551525385,0.0874477830683234
"Belgium_Labour and Social Welfare",21430,2010,5,29,"Belgium","Labour and Social Welfare",-0.752711998771605,0.38635249548499
"Belgium_Labour and Social Welfare",21521,2007,452,30,"Belgium","Labour and Social Welfare",-1.04889955311642,0.0189103502498239
"Belgium_Labour and Social Welfare",21521,2010,426,31,"Belgium","Labour and Social Welfare",-0.414029093978031,0.0396413969414293
"Belgium_Labour and Social Welfare",21521,2014,1049,32,"Belgium","Labour and Social Welfare",-0.776846213601094,0.0184123625207309
"Belgium_Labour and Social Welfare",21521,2019,1618,33,"Belgium","Labour and Social Welfare",-0.776440562178228,0.0148911449314464
"Belgium_Labour and Social Welfare",21522,2007,1606,34,"Belgium","Labour and Social Welfare",1.44337943416264,0.00471385988790691
"Belgium_Labour and Social Welfare",21522,2010,2365,35,"Belgium","Labour and Social Welfare",1.42638756064657,0.00446855114032266
"Belgium_Labour and Social Welfare",21522,2014,1510,36,"Belgium","Labour and Social Welfare",1.38727998126628,0.00600338724403613
"Belgium_Labour and Social Welfare",21522,2019,72,37,"Belgium","Labour and Social Welfare",1.26387471989625,0.0485786188711753
"Belgium_Labour and Social Welfare",21710,2014,105,38,"Belgium","Labour and Social Welfare",0.746847569704496,0.0680233863574622
"Belgium_Labour and Social Welfare",21912,2014,750,39,"Belgium","Labour and Social Welfare",1.21258784269793,0.0150606026092888
"Belgium_Labour and Social Welfare",21912,2019,1500,40,"Belgium","Labour and Social Welfare",1.1072069557449,0.014101703092314
"Belgium_Labour and Social Welfare",21916,2007,136,41,"Belgium","Labour and Social Welfare",-0.592761706670792,0.0649389605532222
"Belgium_Labour and Social Welfare",21916,2010,263,42,"Belgium","Labour and Social Welfare",-0.610079843741006,0.0431534323026226
"Belgium_Labour and Social Welfare",21916,2014,481,43,"Belgium","Labour and Social Welfare",-0.733126330600667,0.0289489487852778
"Belgium_Labour and Social Welfare",21916,2019,487,44,"Belgium","Labour and Social Welfare",-0.747366622126525,0.0284287385284042
"Belgium_Labour and Social Welfare",21917,2007,261,45,"Belgium","Labour and Social Welfare",-0.911943843903579,0.0332815289480273
"Belgium_Labour and Social Welfare",21917,2010,43,46,"Belgium","Labour and Social Welfare",-0.907207424633612,0.0761785496361094
"Belgium_Labour and Social Welfare",21917,2014,117,47,"Belgium","Labour and Social Welfare",-0.872492879957833,0.0542494897466697
"Belgium_Labour and Social Welfare",21917,2019,437,48,"Belgium","Labour and Social Welfare",-0.924855350794922,0.0251557973381216
"Belgium_Economics",21111,2007,1379,1,"Belgium","Economics",1.10329603011685,0.0138632227749429
"Belgium_Economics",21111,2010,644,2,"Belgium","Economics",1.16769136954111,0.0174937252229056
"Belgium_Economics",21111,2019,466,3,"Belgium","Economics",0.670464213759065,0.0354191267685573
"Belgium_Economics",21112,2007,288,4,"Belgium","Economics",-0.384717918289344,0.0463368299022252
"Belgium_Economics",21112,2010,239,5,"Belgium","Economics",-0.4780634520684,0.0494271642025941
"Belgium_Economics",21112,2014,2342,6,"Belgium","Economics",-0.939414050826614,0.0130258428319136
"Belgium_Economics",21112,2019,661,7,"Belgium","Economics",-0.623106528692449,0.0295252340936155
"Belgium_Economics",21221,2007,18,8,"Belgium","Economics",-0.852404093739758,0.180376114733925
"Belgium_Economics",21230,2014,844,9,"Belgium","Economics",-0.794705832298216,0.0261186334153156
"Belgium_Economics",21230,2019,1579,10,"Belgium","Economics",-0.623384828509052,0.0199575965409002
"Belgium_Economics",21321,2007,13,11,"Belgium","Economics",-0.286507912236292,0.217148443399364
"Belgium_Economics",21321,2010,185,12,"Belgium","Economics",-0.230744893602312,0.0584129566782582
"Belgium_Economics",21321,2014,1584,13,"Belgium","Economics",-0.599195916641133,0.0181102780929684
"Belgium_Economics",21321,2019,638,14,"Belgium","Economics",-0.686532031390261,0.026644855158182
"Belgium_Economics",21322,2007,1061,15,"Belgium","Economics",1.37311561141218,0.0112458079215103
"Belgium_Economics",21322,2010,545,16,"Belgium","Economics",1.44655434958385,0.0144347398115703
"Belgium_Economics",21322,2014,1734,17,"Belgium","Economics",1.46941331033394,0.00711278118254418
"Belgium_Economics",21322,2019,1876,18,"Belgium","Economics",1.3321363322669,0.00931819556996488
"Belgium_Economics",21330,2007,125,19,"Belgium","Economics",0.0765402795732332,0.0705491375566478
"Belgium_Economics",21421,2007,311,20,"Belgium","Economics",-0.362615374156184,0.0432790296309746
"Belgium_Economics",21421,2010,164,21,"Belgium","Economics",-0.731566814588028,0.0667401109346361
"Belgium_Economics",21421,2014,267,22,"Belgium","Economics",-0.587534909658183,0.0451888818963835
"Belgium_Economics",21421,2019,346,23,"Belgium","Economics",-0.754320545728245,0.0413249369857724
"Belgium_Economics",21426,2007,1148,24,"Belgium","Economics",1.18901387294185,0.0148796226605986
"Belgium_Economics",21426,2010,1153,25,"Belgium","Economics",1.14639681867236,0.0155657018952006
"Belgium_Economics",21426,2014,2032,26,"Belgium","Economics",1.15742895102323,0.0106503109930964
"Belgium_Economics",21426,2019,838,27,"Belgium","Economics",1.11533989243396,0.0175750367665946
"Belgium_Economics",21430,2007,279,28,"Belgium","Economics",-0.480224965564158,0.0515548357325664
"Belgium_Economics",21430,2010,19,29,"Belgium","Economics",-1.1142087663015,0.180588920729032
"Belgium_Economics",21521,2007,279,30,"Belgium","Economics",-1.01513511769243,0.0382225426881414
"Belgium_Economics",21521,2010,411,31,"Belgium","Economics",0.0934917372574563,0.0405579242765927
"Belgium_Economics",21521,2014,1032,32,"Belgium","Economics",-0.832302492513848,0.0210882458488741
"Belgium_Economics",21521,2019,1017,33,"Belgium","Economics",-0.725388059617034,0.0219905610268111
"Belgium_Economics",21522,2007,812,34,"Belgium","Economics",1.49495804240032,0.0106270627959896
"Belgium_Economics",21522,2010,1310,35,"Belgium","Economics",1.44287725782913,0.00984438847296596
"Belgium_Economics",21522,2014,1743,36,"Belgium","Economics",1.39300729837888,0.00842856815144888
"Belgium_Economics",21522,2019,34,37,"Belgium","Economics",0.86559305671453,0.109891651517656
"Belgium_Economics",21710,2014,103,38,"Belgium","Economics",0.468918846477848,0.0660258656642134
"Belgium_Economics",21912,2014,349,39,"Belgium","Economics",1.12861588046911,0.0284578150554668
"Belgium_Economics",21912,2019,382,40,"Belgium","Economics",1.04995819890131,0.0265283618035014
"Belgium_Economics",21916,2007,118,41,"Belgium","Economics",-0.447416094619346,0.070620943120254
"Belgium_Economics",21916,2010,182,42,"Belgium","Economics",-0.0103292666184668,0.0600657215132615
"Belgium_Economics",21916,2014,549,43,"Belgium","Economics",-0.434163518859081,0.0331482125347906
"Belgium_Economics",21916,2019,489,44,"Belgium","Economics",-0.778667597917709,0.0326396035832555
"Belgium_Economics",21917,2007,149,45,"Belgium","Economics",-1.76226435856056,0.0360426849517724
"Belgium_Economics",21917,2010,68,46,"Belgium","Economics",-1.86184602613345,0.0490760624948626
"Belgium_Economics",21917,2014,100,47,"Belgium","Economics",-1.47555837736828,0.0566458305527012
"Belgium_Economics",21917,2019,400,48,"Belgium","Economics",-1.31249160589677,0.0305934941593274
"Belgium_European Integration",21111,2007,51,1,"Belgium","European Integration",-1.45432569341484,0.0700756842768461
"Belgium_European Integration",21111,2010,107,2,"Belgium","European Integration",-1.23138429312538,0.0526966866882416
"Belgium_European Integration",21111,2019,80,3,"Belgium","European Integration",-1.01672876254666,0.0868167271745573
"Belgium_European Integration",21112,2007,68,4,"Belgium","European Integration",0.455515320837645,0.126925238335485
"Belgium_European Integration",21112,2010,17,5,"Belgium","European Integration",0.625495083566395,0.221816527238863
"Belgium_European Integration",21112,2014,193,6,"Belgium","European Integration",0.488793193468163,0.0714607080908314
"Belgium_European Integration",21112,2019,34,7,"Belgium","European Integration",0.231301871239532,0.17751125531254
"Belgium_European Integration",21230,2014,102,8,"Belgium","European Integration",-0.595324362503567,0.0907527046533691
"Belgium_European Integration",21230,2019,35,9,"Belgium","European Integration",-0.386968051926203,0.177005060204197
"Belgium_European Integration",21321,2010,13,10,"Belgium","European Integration",-0.453800844354038,0.253119587401396
"Belgium_European Integration",21321,2014,149,11,"Belgium","European Integration",0.268188289561189,0.08510740509454
"Belgium_European Integration",21321,2019,51,12,"Belgium","European Integration",0.127419239526149,0.131669341140462
"Belgium_European Integration",21322,2007,257,13,"Belgium","European Integration",-1.24899729755359,0.0339360070860471
"Belgium_European Integration",21322,2010,45,14,"Belgium","European Integration",-1.51653569508882,0.0697694577499936
"Belgium_European Integration",21322,2014,87,15,"Belgium","European Integration",-1.45102856563643,0.04927023539481
"Belgium_European Integration",21322,2019,175,16,"Belgium","European Integration",-1.23234474886888,0.0446616541609051
"Belgium_European Integration",21330,2007,27,17,"Belgium","European Integration",0.913274122303728,0.178686570660069
"Belgium_European Integration",21421,2007,52,18,"Belgium","European Integration",-0.0352864908979029,0.130636570313486
"Belgium_European Integration",21421,2010,18,19,"Belgium","European Integration",0.419040558844679,0.228758129315695
"Belgium_European Integration",21421,2014,13,20,"Belgium","European Integration",0.180241202569943,0.300765812413473
"Belgium_European Integration",21421,2019,38,21,"Belgium","European Integration",0.411042785814805,0.169334720421572
"Belgium_European Integration",21426,2007,296,22,"Belgium","European Integration",-0.730404561916272,0.0453728790180438
"Belgium_European Integration",21426,2010,86,23,"Belgium","European Integration",-0.878542191451338,0.0713095383445732
"Belgium_European Integration",21426,2014,151,24,"Belgium","European Integration",-0.72868742399264,0.0598824494383844
"Belgium_European Integration",21426,2019,16,25,"Belgium","European Integration",0.413610659159568,0.265421104354891
"Belgium_European Integration",21430,2007,7,26,"Belgium","European Integration",0.214958732064424,0.367280255483717
"Belgium_European Integration",21521,2007,54,27,"Belgium","European Integration",1.57269262145384,0.101706920179193
"Belgium_European Integration",21521,2010,53,28,"Belgium","European Integration",0.27887672485426,0.142572495228762
"Belgium_European Integration",21521,2014,49,29,"Belgium","European Integration",1.23242114627883,0.141426192216516
"Belgium_European Integration",21521,2019,79,30,"Belgium","European Integration",0.712921053769614,0.108616806143531
"Belgium_European Integration",21522,2007,125,31,"Belgium","European Integration",-1.43914616099036,0.0435162623580008
"Belgium_European Integration",21522,2010,121,32,"Belgium","European Integration",-1.33592102842044,0.0495237608387822
"Belgium_European Integration",21522,2014,495,33,"Belgium","European Integration",-1.18156917062893,0.0268090476343042
"Belgium_European Integration",21522,2019,6,34,"Belgium","European Integration",-0.909325258588786,0.287004490495738
"Belgium_European Integration",21710,2014,15,35,"Belgium","European Integration",0.841834722793901,0.263050594075133
"Belgium_European Integration",21912,2014,16,36,"Belgium","European Integration",-0.977759658112745,0.198279718033736
"Belgium_European Integration",21912,2019,78,37,"Belgium","European Integration",-0.568869809296475,0.0925146620779544
"Belgium_European Integration",21916,2007,23,38,"Belgium","European Integration",1.18455371762675,0.197142461506861
"Belgium_European Integration",21916,2010,34,39,"Belgium","European Integration",0.693555167889009,0.167183370746386
"Belgium_European Integration",21916,2014,121,40,"Belgium","European Integration",0.629407285502179,0.0983576425777783
"Belgium_European Integration",21916,2019,132,41,"Belgium","European Integration",1.02473200962955,0.0978757573673838
"Belgium_European Integration",21917,2007,50,42,"Belgium","European Integration",1.07546389886752,0.15337750913956
"Belgium_European Integration",21917,2010,12,43,"Belgium","European Integration",1.70993164243502,0.278916129957556
"Belgium_European Integration",21917,2014,46,44,"Belgium","European Integration",1.59583144543318,0.15575787061051
"Belgium_European Integration",21917,2019,82,45,"Belgium","European Integration",2.07184757382444,0.107659294548419
"Belgium_Immigration",21111,2007,29,1,"Belgium","Immigration",0.940315240220372,0.144450451122282
"Belgium_Immigration",21111,2010,38,2,"Belgium","Immigration",1.63278563185328,0.076023353955487
"Belgium_Immigration",21111,2019,66,3,"Belgium","Immigration",0.864985230760537,0.110669088492364
"Belgium_Immigration",21112,2007,40,4,"Belgium","Immigration",0.664516807752822,0.143726922531601
"Belgium_Immigration",21112,2010,56,5,"Belgium","Immigration",-0.0833037764894413,0.135616170549657
"Belgium_Immigration",21112,2014,300,6,"Belgium","Immigration",0.446502118027824,0.0515466548358122
"Belgium_Immigration",21112,2019,74,7,"Belgium","Immigration",-0.350669062201128,0.128636646298357
"Belgium_Immigration",21221,2007,5,8,"Belgium","Immigration",-0.0637733183503374,0.46097105645898
"Belgium_Immigration",21230,2014,136,9,"Belgium","Immigration",-0.402976015552643,0.0952141143494699
"Belgium_Immigration",21230,2019,101,10,"Belgium","Immigration",-0.0269546765267733,0.103287671677708
"Belgium_Immigration",21321,2007,4,11,"Belgium","Immigration",0.398042942345464,0.42858859576739
"Belgium_Immigration",21321,2010,2,12,"Belgium","Immigration",0.15310022978457,0.616330929300841
"Belgium_Immigration",21321,2014,238,13,"Belgium","Immigration",-0.0948715922434291,0.0651806275562342
"Belgium_Immigration",21321,2019,71,14,"Belgium","Immigration",-0.284308446049904,0.109912967440142
"Belgium_Immigration",21322,2007,49,15,"Belgium","Immigration",1.40394708663636,0.0887961041717365
"Belgium_Immigration",21322,2010,20,16,"Belgium","Immigration",1.30209151640276,0.138134956576035
"Belgium_Immigration",21322,2014,100,17,"Belgium","Immigration",1.2446713249144,0.0595006170459911
"Belgium_Immigration",21322,2019,60,18,"Belgium","Immigration",0.654556557916716,0.110237137269038
"Belgium_Immigration",21330,2007,13,19,"Belgium","Immigration",0.157692191484858,0.254199233985274
"Belgium_Immigration",21421,2007,88,20,"Belgium","Immigration",-0.481317749794456,0.110394089636403
"Belgium_Immigration",21421,2010,37,21,"Belgium","Immigration",-0.411737119835426,0.170020435463444
"Belgium_Immigration",21421,2014,71,22,"Belgium","Immigration",-0.47843363461669,0.121148767309482
"Belgium_Immigration",21421,2019,110,23,"Belgium","Immigration",-0.747874045764767,0.11769064493205
"Belgium_Immigration",21426,2007,66,24,"Belgium","Immigration",1.21862523332431,0.0876783491951668
"Belgium_Immigration",21426,2010,116,25,"Belgium","Immigration",0.505778526697905,0.079846841268704
"Belgium_Immigration",21426,2014,543,26,"Belgium","Immigration",0.662375638200357,0.0342242286647292
"Belgium_Immigration",21426,2019,295,27,"Belgium","Immigration",0.808492947602021,0.0444136742906214
"Belgium_Immigration",21430,2007,32,28,"Belgium","Immigration",-0.753665188369802,0.179057954277786
"Belgium_Immigration",21430,2010,3,29,"Belgium","Immigration",-0.16917866494753,0.475028292310836
"Belgium_Immigration",21521,2007,49,30,"Belgium","Immigration",-0.995981915668647,0.128317001667618
"Belgium_Immigration",21521,2010,21,31,"Belgium","Immigration",-0.450771757489945,0.212149581342352
"Belgium_Immigration",21521,2014,194,32,"Belgium","Immigration",-0.934482403099597,0.0705253181060399
"Belgium_Immigration",21521,2019,147,33,"Belgium","Immigration",-0.516428929000862,0.0825987055852008
"Belgium_Immigration",21522,2007,28,34,"Belgium","Immigration",1.79113737860652,0.0909580916582885
"Belgium_Immigration",21522,2010,62,35,"Belgium","Immigration",1.56517899286484,0.0762311183791099
"Belgium_Immigration",21522,2014,160,36,"Belgium","Immigration",1.43712074839054,0.0448282973776356
"Belgium_Immigration",21522,2019,9,37,"Belgium","Immigration",0.988997239092781,0.252150602474548
"Belgium_Immigration",21710,2014,56,38,"Belgium","Immigration",-0.670766332260294,0.134418090044122
"Belgium_Immigration",21912,2014,45,39,"Belgium","Immigration",0.287423817442901,0.130661308358952
"Belgium_Immigration",21912,2019,283,40,"Belgium","Immigration",0.670283313510454,0.0496510212594764
"Belgium_Immigration",21916,2007,34,41,"Belgium","Immigration",-1.07690918555312,0.168297801904464
"Belgium_Immigration",21916,2010,74,42,"Belgium","Immigration",-0.805155979293296,0.118223203025199
"Belgium_Immigration",21916,2014,211,43,"Belgium","Immigration",-1.22471098790474,0.0683979149245151
"Belgium_Immigration",21916,2019,225,44,"Belgium","Immigration",-1.16690430831503,0.0685723140691902
"Belgium_Immigration",21917,2007,316,45,"Belgium","Immigration",-2.02497010024038,0.0351853048053661
"Belgium_Immigration",21917,2010,88,46,"Belgium","Immigration",-1.93554041077017,0.0687517321862793
"Belgium_Immigration",21917,2014,100,47,"Belgium","Immigration",-1.72672382338862,0.0784823398726892
"Belgium_Immigration",21917,2019,455,48,"Belgium","Immigration",-1.92021129010556,0.0317471343207855
"Netherlands_Labour and Social Welfare",22110,2006,231,1,"Netherlands","Labour and Social Welfare",-0.42904881174539,0.0795689504317336
"Netherlands_Labour and Social Welfare",22110,2010,327,2,"Netherlands","Labour and Social Welfare",-0.231402892061406,0.0666006137739505
"Netherlands_Labour and Social Welfare",22110,2012,248,3,"Netherlands","Labour and Social Welfare",-0.422379268204799,0.0734608278351311
"Netherlands_Labour and Social Welfare",22110,2017,192,4,"Netherlands","Labour and Social Welfare",-1.02900689855753,0.0924716427476061
"Netherlands_Labour and Social Welfare",22110,2021,514,5,"Netherlands","Labour and Social Welfare",-1.36279092660541,0.0534533340019125
"Netherlands_Labour and Social Welfare",22210,1946,27,6,"Netherlands","Labour and Social Welfare",0.173784586138295,0.228623970759695
"Netherlands_Labour and Social Welfare",22210,1948,16,7,"Netherlands","Labour and Social Welfare",0.304459286750688,0.339038404736892
"Netherlands_Labour and Social Welfare",22210,1982,162,8,"Netherlands","Labour and Social Welfare",0.864548993166283,0.0779096020509736
"Netherlands_Labour and Social Welfare",22220,1994,179,9,"Netherlands","Labour and Social Welfare",0.56027584681731,0.0830916394739067
"Netherlands_Labour and Social Welfare",22220,2006,328,10,"Netherlands","Labour and Social Welfare",0.000668498962499083,0.0646838237895827
"Netherlands_Labour and Social Welfare",22220,2010,202,11,"Netherlands","Labour and Social Welfare",-0.49708804365488,0.0938062449333688
"Netherlands_Labour and Social Welfare",22220,2012,289,12,"Netherlands","Labour and Social Welfare",-0.603048906769002,0.0727891875178023
"Netherlands_Labour and Social Welfare",22220,2017,141,13,"Netherlands","Labour and Social Welfare",-0.946625710153363,0.100563236209056
"Netherlands_Labour and Social Welfare",22220,2021,241,14,"Netherlands","Labour and Social Welfare",-1.40316530036126,0.0840950109818718
"Netherlands_Labour and Social Welfare",22230,1986,391,15,"Netherlands","Labour and Social Welfare",0.4539175225649,0.0572194355667614
"Netherlands_Labour and Social Welfare",22235,2021,234,16,"Netherlands","Labour and Social Welfare",-1.31552706972303,0.0771099748308539
"Netherlands_Labour and Social Welfare",22240,2021,428,17,"Netherlands","Labour and Social Welfare",-1.3883734106946,0.0598419477922915
"Netherlands_Labour and Social Welfare",22320,2006,436,18,"Netherlands","Labour and Social Welfare",-0.39611470086092,0.0607437329534343
"Netherlands_Labour and Social Welfare",22320,2010,335,19,"Netherlands","Labour and Social Welfare",-0.418436714172437,0.0676023633049604
"Netherlands_Labour and Social Welfare",22320,2012,593,20,"Netherlands","Labour and Social Welfare",-0.528698543021301,0.0498753850592493
"Netherlands_Labour and Social Welfare",22320,2017,383,21,"Netherlands","Labour and Social Welfare",-0.658954611252097,0.0609115773703407
"Netherlands_Labour and Social Welfare",22320,2021,1318,22,"Netherlands","Labour and Social Welfare",-1.29882124454431,0.0368872656891026
"Netherlands_Labour and Social Welfare",22321,2017,230,23,"Netherlands","Labour and Social Welfare",-2.85967832543133,0.0587111901820329
"Netherlands_Labour and Social Welfare",22321,2021,372,24,"Netherlands","Labour and Social Welfare",-2.66644298969152,0.0504126182933334
"Netherlands_Labour and Social Welfare",22330,2006,195,25,"Netherlands","Labour and Social Welfare",-0.283100709451312,0.0814053373432928
"Netherlands_Labour and Social Welfare",22330,2010,372,26,"Netherlands","Labour and Social Welfare",-0.741299166367653,0.0620584955577556
"Netherlands_Labour and Social Welfare",22330,2012,247,27,"Netherlands","Labour and Social Welfare",-1.00870288467998,0.0789332079904266
"Netherlands_Labour and Social Welfare",22330,2017,490,28,"Netherlands","Labour and Social Welfare",-1.12396322127017,0.0522008731073114
"Netherlands_Labour and Social Welfare",22330,2021,1002,29,"Netherlands","Labour and Social Welfare",-1.32426485722878,0.0384269701861066
"Netherlands_Labour and Social Welfare",22420,2006,71,30,"Netherlands","Labour and Social Welfare",-0.705927725895005,0.159808665007024
"Netherlands_Labour and Social Welfare",22420,2010,201,31,"Netherlands","Labour and Social Welfare",0.0140896990588472,0.0831209819437657
"Netherlands_Labour and Social Welfare",22420,2012,257,32,"Netherlands","Labour and Social Welfare",-0.205824187407343,0.076336416082259
"Netherlands_Labour and Social Welfare",22420,2017,302,33,"Netherlands","Labour and Social Welfare",-0.776765078458185,0.0728338948860935
"Netherlands_Labour and Social Welfare",22420,2021,576,34,"Netherlands","Labour and Social Welfare",-0.906363637712739,0.049950490218079
"Netherlands_Labour and Social Welfare",22521,2006,379,35,"Netherlands","Labour and Social Welfare",0.194993420754967,0.0587590654697537
"Netherlands_Labour and Social Welfare",22521,2010,231,36,"Netherlands","Labour and Social Welfare",0.270077569546311,0.0719892863864407
"Netherlands_Labour and Social Welfare",22521,2012,182,37,"Netherlands","Labour and Social Welfare",-0.229082583116771,0.0882085667117189
"Netherlands_Labour and Social Welfare",22521,2017,193,38,"Netherlands","Labour and Social Welfare",-0.722936421110877,0.080966582397384
"Netherlands_Labour and Social Welfare",22521,2021,344,39,"Netherlands","Labour and Social Welfare",-1.0780403507134,0.0609252957025198
"Netherlands_Labour and Social Welfare",22526,2006,229,40,"Netherlands","Labour and Social Welfare",0.60337123916218,0.0722229999700312
"Netherlands_Labour and Social Welfare",22526,2010,273,41,"Netherlands","Labour and Social Welfare",-0.0236108649282785,0.0690566848259227
"Netherlands_Labour and Social Welfare",22526,2012,266,42,"Netherlands","Labour and Social Welfare",-0.115595806958576,0.0724094808138641
"Netherlands_Labour and Social Welfare",22526,2017,362,43,"Netherlands","Labour and Social Welfare",-0.726949182197833,0.0637949674349927
"Netherlands_Labour and Social Welfare",22526,2021,1256,44,"Netherlands","Labour and Social Welfare",-0.882702190750176,0.0351329898186974
"Netherlands_Labour and Social Welfare",22527,1982,153,45,"Netherlands","Labour and Social Welfare",1.49288925770816,0.0768356120749117
