id,year,politicalparty,majortopic,subtopic,sentence text
1848,1986,PSOE,13,1300,En esta nueva etapa en la que se abren perspectivas de un mayor crecimiento económico avanzaremos con mayores márgenes en la construcción de una sociedad más protegidos en la que todos los ciudadanos tengan garantizados unos mínimos de prosperidad material y en la que se disfrute de una mejor calidad de vida
1849,1986,PSOE,13,1300,En este contexto el PSOE considera que existe un margen suficiente para dirigir una atención preferente a las políticas de bienestar social y la calidad de villa en nuestro país compatible con una reducción significativa del déficit publico y de los costes empresas con la subsiguiente incidencia en la generación de empleo y en la modernización del aparato productivo
1850,1986,PSOE,13,1300,Para ello es necesario en primer lugar orientar las grandes líneas de la política presupuestaria de modo que se acentúe el papel redistribuidor del sector publico
1851,1986,PSOE,13,1300, El carácter redistribuidor de la política presupuestaria en cuanto a los ingresos públicos se manifestará en:
1852,1986,PSOE,1,107,a Avanzar en la eliminación del fraude fiscal y revisar las exenciones y bonificaciones lo que permitirá conseguir tina distribución más equitativa de la carga fiscal
1853,1986,PSOE,1,107, El aumento de la eficacia en la gestión tributaria permitirá alcanzar un volumen de ingresos públicos compatible con el mantenimiento de los tipos impositivos
1854,1986,PSOE,1,107,b Tratamiento fiscal favorable para las rentas más bacas y flexibilidad en a utilización de la imposición tanto directa como indirecta con criterios de solidaridad social y redistribución de la manera que disminuya la participación de las rentas salariales en el total de los ingresos tributarios
1855,1986,PSOE,1,105,Desde el punto de vista del gasto publico y de sus efectos redistribuidos de PSOE se propone:
1856,1986,PSOE,1,105,a Incrementar  las  transferencias corrientes dirigidas al aumento Gel nivel ce la renta familiar y de la calidad de vida combinada con una reducción de las transferencias corrientes dirigidas a financiar las pérdidas de las empresas excepto a las que son servicios publicas y una tuerta contención de las transferencias de capita destinadas a la reconversión industrial
1857,1986,PSOE,10,1010,b Seleccionar las inversiones públicas por su rentabilidad económica e igualmente por su interés social y asegurar que la política de subvenciones a los entes territoriales contribuya a la igualación de la calidad de vida para lodos los ciudadanos
1858,1986,PSOE,20,2002,El segundo componente del proyecto democrático del PSOE reside en la participación social como elemento que ayudará al proceso de integración modernización y mejora de la calidad de vida de la sociedad española
1859,1986,PSOE,20,2002,El  Gobierno acrecentará los niveles de participación como el instrumento más idóneo frente a la presión de los corporativismos contra e conjunto de la sociedad y contra el Estado
1860,1986,PSOE,999,999,Es preciso asentar la vía de la participación para que las energías de la sociedad no se estanquen en los estrechos limites de la defensa de las posiciones de monopolios privilegios o visiones sementadas del interés colectivo
1861,1986,PSOE,6,600,EDUCACION UNIVERSIDAD Y Política CIENTIFICA
1862,1986,PSOE,6,600,  Educación
1863,1986,PSOE,6,600,La educación es un instrumento privilegiado para progresar hacia una sociedad oías libre igualitaria y avanzada 
1864,1986,PSOE,6,600,Por tal razón los socialistas seguiremos trabajando por una escuela integradora abierta a la promoción de todos sin discriminación de ningún género participativa y capaz de ofrecer una educación completa al ciudadano
1865,1986,PSOE,6,600,Para la realización de estos principios se han dictado ya leyes de tanta importancia como la L O D E y la LRU  se ha afrontado la lucha contra la desigualdad se ha promovido la renovación pedagógica la reforma de las enseñanzas en todos sus niveles y la dignificación de la función docente
1866,1986,PSOE,6,600, Ahora ha llegado el momento de completar importantes realizaciones ya comenzadas y acometer nuevas tareas
1867,1986,PSOE,6,600,La amplitud de la reforma educativa emprendida exige continuidad bien para acabar de desarrollar el diseño general que supone cada una de las Leyes aprobadas bien para profundizar y culminar las reformas iniciadas en los niveles de Educación Básica y Secundaria
1868,1986,PSOE,6,600,Nos proponemos a partir de lo ya realizado y para mejorar la calidad  de la escuela publica los siguientes objetivos
1869,1986,PSOE,6,600,Modernizar la estructura contenidos y métodos de nuestro sistema educativo adaptándoles al nuevo marco político social cultural y económico resultante ce nuestra integración europea y a Fas exigencias ce la transformación tecnológica
1870,1986,PSOE,6,600,Superar las discriminaciones que todavía subsisten haciendo posible el efectivo disfrute de tos derechos proclamados el nuestra Constitución
1871,1986,PSOE,6,698,Reformar el sistema de acceso del profesorado y desarrollar las bases de la carrera docente
1872,1986,PSOE,6,600,Impulsar un modo de gestionar los centros que conjugue la eficacia administrativa v la participación comunitaria
1873,1986,PSOE,6,602,1  Escuela para todos
1874,1986,PSOE,6,602,En razón de la singular importancia de la escolarización temprana como elemento de integración social y como compensador de las desigualdades de origen más notorias nos proponemos:
1875,1986,PSOE,6,602,a Alcanzar la escolarización bajo criterios pedagógicos de los niños de cuatro años
1876,1986,PSOE,6,602,b Completar la plena escolarización obligatoria de menos de dieciséis años
1877,1986,PSOE,6,602,c Incrementar los puestos escolares en la edad preescolar de tres años
1878,1986,PSOE,6,602,d Aumentar los puestos escolares para satisfacer la demanda social en las edades comprendidas entre los dieciséis y los dieciocho años
1879,1986,PSOE,6,602,Objetivo inmediato del programa socialista será la consolidación de una red de centros gratuitos que presten el servicio publico de educación
1880,1986,PSOE,6,602,  Se impulsará la homogeneización de las condiciones mínimas en que se imparte la enseñanza en todo el Estado y para todos los centros que reciben fondos públicos para su gratuidad con el fin cíe asegurar una enseñanza digna y sin discriminaciones
1881,1986,PSOE,6,602,Escuela participativa y de calidad
1882,1986,PSOE,6,602,La calidad de la enseñanza objetivo prioritario para los socialistas en los próximos años contribuirá al desarrollo individual y social de los niños
1883,1986,PSOE,6,602, Entre las acciones destinadas a mejorar la calidad los socialistas daremos preferencia a:
1884,1986,PSOE,6,606,Los programas de integración en la educación especial
1885,1986,PSOE,6,602, Los proyectos y experiencias que abran la escuela al entorno físico y social en la línea de una autentica educación ambiental
1886,1986,PSOE,6,602,Las experiencias de pedagogía activa que favorezcan la autonomía del alumno y el desarrollo de su creatividad
1887,1986,PSOE,6,602,La gestión de tos centros por la comunidad escorar y la efectiva participación de todos los que intervienen en el proceso educativo
1888,1986,PSOE,6,602,Los derechos fundamentares que la Constitución garantiza en el ámbito de la educación serán objeto de actuaciones formativas y de sensibilización
1889,1986,PSOE,6,602, Se fomentará una auténtica coeducación que permita progresar hacia la igualdad real de oportunidades entre hombre y mujer
1890,1986,PSOE,6,603,Combatir las desigualdades
1891,1986,PSOE,6,603,El derecho a la educación en una sociedad desigual ha de tener un carácter fundamentalmente compensador
1892,1986,PSOE,6,603, Nos proponemos desarrollar por tanto un programa de compensación de desigualdades en materia educativa consolidando las actividades ya emprendidas en estos años pasados
1893,1986,PSOE,6,603, Dicho proyecto establecerá el ámbito de aplicación de la política compensatoria en zonas deprimidas y en favor de grupos marginados
1894,1986,PSOE,6,603, Regulará la asistencia educativa en caso de infortunio familiar
1895,1986,PSOE,6,603, Arbitrará fórmulas de previsión crédito escolar y asistencia sanitaria a escotares
1896,1986,PSOE,6,603, Creare un marco de prestación de servicios de comedores viajes culturales intercambios y colonias de vacaciones
1897,1986,PSOE,6,603,Dentro de esta política compensatoria tendrá carácter preferente la atención a la escuela rural mediante nuevas fórmulas de escolarización que permitan incrementar el acceso a los hijos de agricultores a estudios medios y superiores
1898,1986,PSOE,6,603,Se ampliará el número y el impone de las becas y ayudas para estudios de enseñanzas medias y universitarias
1899,1986,PSOE,5,506, Se intensificará el programa de' formación e inserción profesional de los jóvenes menores de 20 años que están desempleados
1900,1986,PSOE,5,502, Se pondrá en marcha un amplio programa de formación continuada en la vida adulta coordinando los recursos de las diferentes administraciones públicas
1901,1986,PSOE,6,601, Se apoyarán especialmente las experiencias que como las Universidades Populares favorezcan esta política
1902,1986,PSOE,6,698,Modernización de la enseñanza
1903,1986,PSOE,6,698,Es preciso que nuestro sistema educativo se adapte a la cultura europea y a sus avances así como a los cambios que origina la evolución tecnológica y su incidencia sobre el sistema productivo
1904,1986,PSOE,6,698,Se complementará así la reforma de la educación preescolar siguiendo el modelo de escuela infantil de la enseñanza primaria y de la enseñanza secundaria
1905,1986,PSOE,6,698, Se mejorará la formación profesional buscando una formulación mixta que posibilite una formación cultural simultánea junto a la específica de carácter profesional y laboral acorde con las necesidades socioeconómicas
1906,1986,PSOE,6,698,Atención al profesorado
1907,1986,PSOE,6,698,La atención al profesorado es un elemento esencial para fa reforma del sistema' educativo
1908,1986,PSOE,6,698, De ahí la necesidad de desarrollar Fas bases del estatuto del profesorado que racionalice los puestos de trabajo y renueve los sistemas de selección promoción y especialización adecuando los conocimientos profesionales a cada función docente
1909,1986,PSOE,6,698, Se llevará a cabo una política de formación permanente del profesorado acorde con las necesidades de Las reformas y se estimulará el ejercicio de responsabilidades directivas así como la estabilidad y permanencia de los equipos docentes
1910,1986,PSOE,6,698,Se tenderá asimismo gradualmente a la analogía retributiva del profesorado de los centros concertados con el profesorado estatal
1911,1986,PSOE,6,601,Universidad y política científica
1912,1986,PSOE,6,601,Las reformas operadas en la estructura y funcionamiento de la enseñanza universitaria y de la investigación han diseñado el marco a partir del cual las distintas
1913,1986,PSOE,6,601, Universidades podrán desarrollar 'sus potencialidades desde su autonomía y desde la programación dé los objetivos de política científica
1914,1986,PSOE,6,601,Los socialistas consideramos a la Universidad como un servicio público orientado a satisfacer las necesidades de la sociedad y como centro de creación y transmisión de saberes
1915,1986,PSOE,6,601, Para ello y en línea con la modernización de la institución universitaria proponemos los siguientes ejes de actuación:
1916,1986,PSOE,6,601, Continuar los esfuerzos en la mejora de la calidad de la enseñanza universitaria con la adecuación de las plantillas del profesorado y del personal de administración y servicios a Fas necesidades docentes e investigadoras
1917,1986,PSOE,6,601, La democratización del acceso a la Universidad incrementando e número y cuantía de las becas y desarrollando una política de tasas que favorezca a los sectores más necesitados
1918,1986,PSOE,6,601, Proseguir en la política de apertura y conexión entre la Universidad y la sociedad promoviendo la creación de nuevas enseñanzas acordes con las necesidades de una sociedad desarrollada y apoyando los Consejos Sociales
1919,1986,PSOE,17,1705,Acercar la política científica a la política tecnológica industrial de forma que permita a las Universidades y a los institutos científicos actuar como uno de los elementos básicos del desarrollo tecnológico En este campo las actuaciones de las Comunidades Europeas serán punto de referencia a la hora de establecer el marco de nuestra propia actuación
1920,1986,PSOE,14,1400,La acción de gobierno se dirigirá a solucionar preferentemente el acceso a Fa vivienda de las familias con menor nivel de renta
1921,1986,PSOE,14,1400, Asimismo se procurará un nivel estable y satisfactorio de actividad económica en el subsector por lo cual consideramos conveniente elaborar un nuevo programa de vivienda  a partir del actual para los próximos años
1922,1986,PSOE,14,1400,Las medidas que permiten el cumplimiento de estos objetivos son las siguientes:
1923,1986,PSOE,14,1400, Un diseño global de todos los instrumentos aplicables en particular las fiscales los presupuestarios y las de financiación para que se complementen armónica y eficazmente
1924,1986,PSOE,14,1400,La coordinación entre las políticas de vivienda y suelo
1925,1986,PSOE,14,1400, El fomento y la consolidación de los patrimonios públicos del suelo mejorando sustancialmente su gestión proveerá el soporte óptimo tanto para las viviendas como para los equipamientos urbanísticos que éstas reclaman
1926,1986,PSOE,14,1400, Esto permitirá dedicar una atención preferente a la calidad del entorno residencial
1927,1986,PSOE,14,1400,3 Se impulsará la actuación de los agentes promotores de viviendas destinadas a los colectivos de más bajos ingresos prestando especial atención a que se actúe en los pequeños núcleos de población
1928,1986,PSOE,14,1406,Se intensificará y diversificará la personalización de las ayudas públicas de forma que la cuantía de las mismas esté claramente ligada a las condiciones personales de los destinatarios y en particular a las niveles de renta y composición familiar
1929,1986,PSOE,14,1400,Se favorecerá una mayor rentabílización social y económica del parque de viviendas existente tanto público como privado para lo que se fomentarán los procesos de rehabilitación de Viviendas
1930,1986,PSOE,14,1400,Se fomentará el uso de viviendas en régimen de alquiler tarta de las unidades existentes como de las de nueva oferta fundamentalmente respecto a aquellos colectivos sociales que así lo requieran
1931,1986,PSOE,14,1499,7 Se financiarán viviendas experimentales que tiendan a introducir mejoras tecnológicas y una racionalización y estandarización de elementos con el objeto de mejorar la eficiencia del sector y lograr que la industria española sea competitiva en los mercados internacionales
1932,1986,PSOE,14,1499, Se realizarán diseños complementarios que faciliten actuaciones piloto para grupos específicos dé población
1933,1986,PSOE,3,300, LA SANIDAD Y LA Protección DE LA SALUD
1934,1986,PSOE,3,301,El Sistema Nacional de Salud regulado por la Ley General de Sanidad garantiza el derecho de todos los ciudadanos a la salud lo que supondrá la consecución de la universalización de las prestaciones a través de un modelo sanitario integrado y coordinado basado en los principios de promoción protección de la salud y prevención de la enfermedad así como el acceso de toda la población en términos de igualdad a prestaciones y servicios financiados públicamente y participados en su gestión por Fas agentes sociales
1935,1986,PSOE,3,300,Para cubrir aquellos objetivos la política de salud se orientará a conseguir una administración sanitaria coordinada que utilice eficazmente todos Fas recursos públicos y asigne al sector privado un carácter complementando
1936,1986,PSOE,3,300, Se trata de dotar al conjunto del Sistema de mayor eficacia y mejor gasto teniendo en cuenta los colectivos de mayor riesgo y las desigualdades interterritoriales de equipamiento de servicios hoy existentes
1937,1986,PSOE,3,300,Las características básicas de la nueva política sanitaria se manifestarán en las vertientes de:
1938,1986,PSOE,3,300,1 Salud Pública
1939,1986,PSOE,3,300, Se desarrollarán sistemas de vigilancia análisis estudios e investigaciones epidemiológicas para la prevención y eliminación de enfermedades; programas de inmunización programas de acciones contra el alcoholismo la drogadicción y el tabaco programas de salud maternoinfantil
1940,1986,PSOE,3,300, Se establecerán centros de Orientación Familiar y prevención de la subnormalidad
1941,1986,PSOE,3,331, Se fomentará la educación sanitaria sobre la base de su incorporación en la atención primaria
1942,1986,PSOE,4,403, Se intensificará la vigilancia y control sobre los alimentos y la protección sanitaria medioambiental
1943,1986,PSOE,3,300,Asistencia Sanitaria
1944,1986,PSOE,3,300,En cuanto a la atención primaria se procederá a la reordenación del Mapa Sanitaria a partir del esquema de zonas básicas y áreas de salud y de la articulación del sistema en los niveles primarios especializado u hospitalario
1945,1986,PSOE,3,322, Se integraran las funciones de promoción  prevención asistencia y rehabilitación con la creación de nuevos Centros de Salud y la remodelación y adaptación de los consultorios existentes
1946,1986,PSOE,3,322, Los Equipos de Atención Primaria irán sustituyendo progresivamente al actual trabajo individual y parcelado de manera que la medicina se acerque al paciente sin extraerle de su entorno social y afectivo evitándole desplazamientos y esperas inútiles
1947,1986,PSOE,3,322,Se aprovecharán al máximo los recursos sanitarios públicos tanto materiales como humanos mediante su integración funcional evitando duplicaciones
1948,1986,PSOE,3,322,b En materia de asistencia hospitalaria la actuación de los socialistas se concentrará en los siguientes aspectos:
1949,1986,PSOE,3,322, Dotar  a  las  regiones menos equipadas de centros de tamaño medio suficientes para reducir las desigualdades interterritoriales existentes
1950,1986,PSOE,3,322, Articular un sistema público hospitalario en el que se consolidará el nuevo modelo de gestión emprendido que consiste en la autonomía de gestión y en el control financiero y presupuestario por grandes unidades de gasto
1951,1986,PSOE,3,323, Arbitrar una política de conciertos con el sector privado basada en la complementariedad de los servicios y en el control permanente de la calidad asistencial
1952,1986,PSOE,3,322,c Continuará el desarrollo y potenciación de aquellos planes específicos que responden a la necesidad de prestar una atención más intensa a los enfermos
1953,1986,PSOE,3,323, En particular se impulsarán planes de insuficiencia renal crónica hemoterapia salud mental rehabilitación y geriatría
1954,1986,PSOE,3,399, La donación de órganos será objeto de sensibilización en la sociedad
1955,1986,PSOE,3,321,Medicamentos y Productas Sanitarios
1956,1986,PSOE,3,321, Se perfeccionarán los controles de calidad de los medicamentos y productos sanitarios y se revisarán con criterios terapéuticos
1957,1986,PSOE,3,321, Se desarrollará un programa de farmacovigilancia para garantizar el uso correcto de los medicamentos y de su dispensa  a se estudiarán medidas que permitan la reducción de la aportación de los beneficiarios en cuanto a determinados medicamentos básicos
1958,1986,PSOE,3,398,Investigación
1959,1986,PSOE,3,398, Se reorientarán y potenciarán las investigaciones en ciencias relativas a la salud en función de las necesidades sanitarias españolas
1960,1986,PSOE,3,398, Se promoverá la formación de recursos humanos en investigación en salud y un desarrollo de las nuevas tecnologías sanitarias
1961,1986,PSOE,5,501,SALUD LABORAL
1962,1986,PSOE,5,501,La previsión de enfermedades y accidentes en los centros de trabajo continúa siendo un elemento importante de atención ya que supone mejorar las condiciones laborales de los trabajadores
1963,1986,PSOE,5,501,En esta dirección se continuará desarrollando una política de seguridad e higiene en el trabajo basada en e desarrollo de las siguientes medidas
1964,1986,PSOE,5,501,a Actualizar los aspectos desfasados de la Ordenanza de Seguridad e Higiene teniendo en cuenta los criterios de la CEE
1965,1986,PSOE,5,501,b Regular cuestiones tales como la exposición a determinados agentes físicos químicos o biológicos la prohibición del empleo de determinados agentes o los procedimientos normalizados y uniformes para la toma de muestras
1966,1986,PSOE,5,501,c Revisar la normativa sobre trabajos prohibidos a mujeres y menores a fin de eliminar en el primero de los casos todas las formas de discriminación que no supongan mecidas de protección vinculadas fundamentalmente a la maternidad
1967,1986,PSOE,5,501,d Determinar los ámbitos y el alcance de la participación institucional de los interlocutores sociales en materia de Seguridad e Higiene a partir del Consejo General del Instituto de Seguridad e Higiene en el trabajo
1968,1986,PSOE,5,501,Respetando la autonomía de los agentes sociales para la consecución de acuerdos en esta materia se actuará en dos ámbitos:
1969,1986,PSOE,5,501,En las relaciones entre trabajadores y empresarios:
1970,1986,PSOE,5,501,a Regulación específica de la paralización del trabajo en los supuestos de riesgo
1971,1986,PSOE,5,501,b Fijación de las obligaciones empresariales en materia de formación profesional en sus aspectos preventivos
1972,1986,PSOE,5,501,c Regulación del derecho de los trabajadores a ser informados sobre las condiciones de trabajo y de los resultados de los análisis ambientales o reconocimientos médicos
1973,1986,PSOE,5,501,En la participación de tos trabajadores en materia de prevención:
1974,1986,PSOE,5,501,a Se actualizare la normativa sobre Comités de Seguridad e Higiene ampliando sus competencias
1975,1986,PSOE,5,501,b Se creará la figura de los Delegados de Seguridad elegidos por los trabajadores para sectores con especial riesgo
1976,1986,PSOE,5,501,c Se dotará a los representantes de los trabajadores de competencias en materia de introducción de nuevas tecnologías y en lo que pueda afectar a la seguridad e higiene en el trabajo
1977,1986,PSOE,5,503,PENSIONES
1978,1986,PSOE,5,503,Los socialistas tenemos como objetivo consolidar un sistema de pensiones de carácter público y suficiente
1979,1986,PSOE,5,503, La consolidación de este modelo recibirá en la próxima legislatura una atención preferente del Gobierno que atenderá a su permanente legitimación ante la opinión publica mediante el incremento de su eficacia y el desarrolló de las prestaciones dentro del marco de los recursos disponibles que permita nuestra realidad económica
1980,1986,PSOE,5,503, La defensa de este sistema público exige contemplar las formas privadas de aseguramiento Fondos de Pensiones y similares como estrictamente complementarias y nunca como sustitutorias de los mecanismos públicos redistributivos
1981,1986,PSOE,5,503,El sistema de pensiones español otorga básicamente rentas de sustitución a los ingresos profesionales de los trabajadores por cuenta propia o ajena
1982,1986,PSOE,5,503, Este nivel profesional o contributivo está sólidamente implantado y deberá ampliarse paulatinamente a colectivos río integrados actualmente en el mismo
1983,1986,PSOE,5,503, Por otra parte las disfunciones anteriormente existentes han sido objeto de soluciones en la anterior legislatura
1984,1986,PSOE,5,503, Los actuales y futuros pensiones del sistema contributivo contarán con la garantía del mantenimiento global de la capacidad adquisitiva de las pensiones y se mantiene el compromiso ce la progresiva mejora de aquellas pensiones que se encuentran aún por debajo del salario mínimo interprofesional
1985,1986,PSOE,5,503,Se tendrá en cuenta el acceso al sistema de pensiones de los trabajadores con empleo inestable 
1986,1986,PSOE,5,503, Se trata en consecuencia de organizar un nivel no contributivo de pensiones cuyas notas características serían:
1987,1986,PSOE,5,503,1 El objetivo básico para los próximos cuatro años será completar el diseño del sistema español de pensiones de forma que obtengan también prestaciones aquellos españoles en situación de necesidad que no quedan cubiertos por el actual sistema profesional o contributivo
1988,1986,PSOE,5,503, Vinculación a un estado objetivo de necesidad en las situaciones de vejez incapacidad para el trabajo y paro
1989,1986,PSOE,5,503,Reconocimiento de estas prestaciones en base a un derecho subjetivo de todos los ciudadanos y no como medidas de beneficencia o puramente asistenciales
1990,1986,PSOE,5,503,Gestión coordinada con las pensiones contributivas
1991,1986,PSOE,5,503,  Financiación presupuestaria
1992,1986,PSOE,5,503,La plena configuración de este nivel no contributivo exigirá la progresiva sustitución de las manifestaciones protectoras que hoy existen con características asistenciales hasta su conversión a un sistema unitario e integrado
1993,1986,PSOE,5,503, La intensidad de la protección se aumentará gradualmente a medida que lo permitan los ingresos fiscales generales recabándose el mayor esfuerzo de financiación posible
1994,1986,PSOE,5,503,La reforma global de la Seguridad Social forzosamente gradual y la extensión de sus beneficios a todos los ciudadanos en forma de prestaciones mínimas y universalizadas exige el esfuerzo solidario de todos
1995,1986,PSOE,5,503, En los próximos años se incrementarán las prestaciones para acércanos paulatinamente a la situación de la CEE cuidando que el ritmo de este crecimiento sea compatible con la recuperación y el relanzamiento de la economía española
1996,1986,PSOE,5,503,La mejora de las prestaciones sólo será posible si simultáneamente se posibilita el equilibrio económicofinanciero del sistema la distribución solidaria del esfuerzo contributivo y una disminución de los costes sociales de forma que éstos no penalicen la utilización del factor trabajo o la competitividad de nuestras empresas en el exterior
1997,1986,PSOE,5,503,Para posibilitar la realización armónica de todas estos objetivos se continuará en los próximos cuatro años con las medidas de adecuación de la estructura financiera conforme a las siguientes líneas:
1998,1986,PSOE,5,503,a Progresiva sustitución de cotizaciones por aportaciones del Estado
1999,1986,PSOE,5,503,b Acercamiento de las bases de cotización a los ingresos reales de modo que se realice un esfuerzo similar de cotización en los distintos regímenes
2000,1986,PSOE,5,503,c Riguroso control de los ingresos y gastos de la Seguridad Social Se potenciará el sistema recordatorio propio ya establecido con el fin de incrementar la eficacia de la recaudación y evitar los fraudes
2001,1986,PSOE,5,503,COBERTURA DEL DESEMPLEO
2002,1986,PSOE,5,503,El considerable esfuerzo económico y las importantes ampliaciones de cobertura introducidas en esta legislatura han de ser completados
2003,1986,PSOE,5,503, Se hace preciso perfeccionar y mejorar los niveles de cobertura bajo la concepción de que las medidas de protección por desempleo deben constituir también un elemento importante para facilitar la inserción de los desempleados en el mercado de trabajo
2004,1986,PSOE,5,503,Una política progresista de apoyo a los desempleados debe tomar en consideración los efectos económicos que sufren estos trabajadores y el problema desde su propia raíz: el de su marginación de la actividad productiva con todas las negativas consecuencias sociales y personales que ello acarrea
2005,1986,PSOE,5,502, Por ello es de vital importancia instrumentar medidas positivas que favorezcan su inserción laboral
2006,1986,PSOE,5,506,El colectivo de los jóvenes demandantes de primer empleo sufre con la mayor gravedad los índices de desempleo La cobertura económica para este colectivo se realizar a través de cursos da Formación Profesional dotados de la correspondiente beca y mediante la garantía de contratos en prácticas y formación con subvención salarial
2007,1986,PSOE,5,502,Los parados de larga duración cuya necesidad de recualificación profesional es fundamental para su reinserción en el mercado do trabajo serán atendidos preferentemente mediante programas de formación y cualificación profesional
2008,1986,PSOE,5,503, Durante la asistencia a los cursos percibirán una ayuda económica equivalente a la prestación asistencial por desempleo
2009,1986,PSOE,5,503,Para la financiación de estas acciones se utilizarán tos recursos procedentes del Fondo Social Europeo
2010,1986,PSOE,5,503, En los programas que se presenten al FSE  tendrán preferencia los colectivos mencionados
2011,1986,PSOE,5,503,La pervivencia de situaciones de desprotección económica en grupos de desempleados no susceptibles de ser cubiertos por medidas positivas y en tos que en muchos casos se une además la circunstancia de tener responsabilidades familiares exige un atento estudio que permita su permanente identificación para proceder a la ampliación de la cobertura para estos colectivos
2012,1986,PSOE,5,503, Para ello se actuará en la línea marcada por las medidas de cobertura introducidas como consecuencia del Acuerdo Económico y Social
2013,1986,PSOE,5,503,Se prestará una atención especial al colectivo de trabajadores eventuales agrarios
2014,1986,PSOE,5,502, Además de las medidas ya existentes se intensificarán las actuaciones a través del Plan de Empleo Rural y de los conciertos del INEM y se utilizará la formación profesional como vehículo de inserción en otros sectores de la economía
2015,1986,PSOE,4,408, En el ámbito de los trabajadores del mar se extenderá la cobertura por desempleo a aquellos pescadores que faenen en embarcaciones entre 10 y 20 TRB previa elaboración de un censo riguroso en colaboración con las Cofradías ce Pescadores
2016,1986,PSOE,5,599,El importante esfuerzo presupuestario dedicado a la protección de los desempleados y la conciencia social de que estos recursos son utilizados en ocasiones por aquellos que no los necesitan exige una permanente atención al fraude
2017,1986,PSOE,5,599, Para ello se extremaran las medidas ele inspección y vigilancia prestando especial atención a aquellos fraudes que se producen con connivencia entre empresario y trabajadores
2018,1986,PSOE,13,1300,SERVICIOS SOCIALES
2019,1986,PSOE,13,1300,Se propiciará un sistema concertado de Servicios Sociales que garantice unas prestaciones básicas para lodos los ciudadanos
2020,1986,PSOE,13,1300, Se primarán las acciones preventivas frente a las situaciones de necesidad acompañadas de actividades de carácter asistencial y rehabilitadoras todo ello sin perjuicio de las competencias de las distintas administraciones públicas
2021,1986,PSOE,13,1300, Las prestaciones básicas del sistema se desarrollarán en torno a los siguientes ejes:
2022,1986,PSOE,13,1300, Información y orientación sobre derechos y recursos sociales existentes
2023,1986,PSOE,13,1302,Prevención y reinserción social mediante programas dirigidos a colectivos con problemas de desarraigo o con conflictos de integración social
2024,1986,PSOE,13,1308,Prestación de ayuda a domicilio para facilitar la permanencia en el hábitat familiar y convivencia evitando internamientos in necesarios
2025,1986,PSOE,13,1302,Prestación de alojamiento manutención y convivencia en centros adecuados para las personas que carezcan de medios familiares
2026,1986,PSOE,13,1300,Los servicios sociales ajustarán su actividad a los anteriores objetivos desarrollando diversos programas específicos entre los que hay que destacar:
2027,1986,PSOE,13,1302,a Bienestar de la infancia carente de ambiente familiar
2028,1986,PSOE,13,1303,b Bienestar de Ja Tercera Edad ampliando la red de centros convivenciales hoy existentes centros de día residencias asistidas y mixtas viviendas tuteladas y turismo social
2029,1986,PSOE,13,1303, Se promoverá la Participación de los usuarios en lodos los centros y las competencias del Consejo Estatal de la Tercera Edad
2030,1986,PSOE,3,334, Se completarán los programas de implantación de la Cartilla Sanitaria y se iniciarán tos servicios de geriatría en el Sistema Nacional de Salud
2031,1986,PSOE,13,1304,c Bienestar de minusválidos físicos psíquicos y sensoriales apoyando a las organizaciones no gubernamentales que hoy trabajan en el sector
2032,1986,PSOE,2,201,d Promoción de las minorías étnicas y Sociales
2033,1986,PSOE,2,201, Con especia atención al colectivo gitano respecto al que se impulsarán las acciones que surjan desde Su propio seno se apoyarán sus organizaciones naturales respetando su autonomía e identidad en todas las acciones de promoción
2034,1986,PSOE,13,1302,e Prevención y reinserción de toxicómanos marginados y delincuentes
2035,1986,PSOE,13,1302,f Programas para impedir las situaciones de emergencia social
2036,1986,PSOE,13,1305,g Incremento de la eficiencia de las Fundaciones y entidades tuteladas por el Estado
2037,1986,PSOE,13,1305,h Apoyo a las organizaciones no gubernamentales de autoayuda y voluntariado social
2038,1986,PSOE,15,1525,CONSUMO
2039,1986,PSOE,15,1525,El desarrollo y protección de los derechos de los ciudadanos como consumidores es un importante instrumento para mejorar la calidad de vida y el bienestar social
2040,1986,PSOE,15,1525, La política de consumo de los socialistas se apoya en el protagonismo de los ciudadanos para lo cual se fomentarán las asociaciones
2041,1986,PSOE,15,1525,Se avanzará decididamente en tos objetivos y medios señalados por la Ley General de Defensa de Usuarios y Consumidores particularmente en cuanto afecta al arbitraje y reparación de daños para potenciaría modernización la exigencia de calidad y el esfuerzo de innovación y mejora del aparato productivo de bienes y servicios
2042,1986,PSOE,15,1525,Se revisará el conjunto de instrumentos legales y reglamentarios mejorando la actuación controladora y sancionadora de la Administración y se homologará a la legislación de la Comunidad Económica Europea todo cuanto afecte a los bienes y servicios de uso y consumo españoles
2043,1986,PSOE,15,1525,Se actuará con una decidida voluntad de avanzar en la coordinación de actuaciones entre las distintas administraciones y se fomentarán los servicios directos al ciudadano desarrollando campañas coordinadas de información que permitan una adecuada orientación de los consumidores y usuarios
2044,1986,PSOE,15,1525,Se incrementarán los canales de participación de las asociaciones para que puedan ejercer su derecho de representación audiencia y consulta para lo cual se estimulará Ja formación continuada de sus cuadros y dirigentes al tiempo que se introducirá la educación para el consumó en la escuela y en la educación de adultos
2045,1986,PSOE,7,700, MEDIO AMBIENTE
2046,1986,PSOE,7,700,El Gobierno socialista continuará combatiendo las causas y los efectos de la degradación ambiental como un elemento indispensable de la calidad de vida de los españoles
