"doc_id","text","before","after","number","document_type","elec_period","date","title","pattern","id"
"text50.13","Erstmals wird der Schutz aller Beschäftigten in der Privatwirtschaft und im öffentlichen Dienst des Bundes, der Länder und Gemeinden vor sexueller Belästigung am Arbeitsplatz durch ein eigenständiges Gesetz geregelt.","text62","1","12/5468","Gesetzentwurf","12",1993-07-21,NA,"Entwurf eines Gesetz",2029
"text50.14","Die Frauenförderung wird im Betriebsverfassungsund Bundespersonalvertretungsgesetz verstärkt.","text62","1","12/5468","Gesetzentwurf","12",1993-07-21,NA,"Entwurf eines Gesetz",2030
"text50.15","Mit einem Bundesgremienbesetzungsgesetz werden alle Stellen, die bei der Berufung von Mitgliedern öffentlicher Gremien im Einflußbereich des Bundes beteiligt sind, verpflichtet, auf eine gleichberechtigte Mitwirkung von Frauen in diesen Gremien hinzuwirken.","text62","1","12/5468","Gesetzentwurf","12",1993-07-21,NA,"Entwurf eines Gesetz",2031
"text50.17","Alternativen Bei einem Verzicht auf diese gesetzlichen Regelungen in Kernbereichen der Frauenförderung, der Vereinbarkeit von Familie und Beruf sowie der Teilhabe von Frauen an der Gesellschaft würden sich die Maßnahmen zur Durchsetzung der Chancengleichheit von Frauen im Lebensalltag vielfach auf die Öffentlichkeitsarbeit, Projektvorhaben und Handlungsanweisungen im Sinne von Verwaltungsvorschriften sowie vergleichbarer Regelungen beschränken.","text62","1","12/5468","Gesetzentwurf","12",1993-07-21,NA,"Entwurf eines Gesetz",2033
"text50.18","Solche Initiativen sind ebenfalls notwendig und politisch bedeutsam, ihre begrenzten Wirkungsmöglichkeiten sind jedoch aufgrund zahlreicher Untersuchungen offenkundig.","text62","1","12/5468","Gesetzentwurf","12",1993-07-21,NA,"Entwurf eines Gesetz",2034
"text50.19","Verschiedene Ursachen für die tatsächliche Benachteiligung der Frau lassen sich nur durch gesetzliche Regelungen beseitigen.","text62","1","12/5468","Gesetzentwurf","12",1993-07-21,NA,"Entwurf eines Gesetz",2035
"text50.21","Kosten Keine Bundesrepublik Deutschland Der Bundeskanzler 021 (312) — 200 90 — Gl 3/93 Bonn, den 21.","text62","1","12/5468","Gesetzentwurf","12",1993-07-21,NA,"Entwurf eines Gesetz",2037
"text50.22","Juli 1993 An die Präsidentin des Deutschen Bundestages Hiermit übersende ich den von der Bundesregierung beschlossenen","text62","1","12/5468","Gesetzentwurf","12",1993-07-21,NA,"Entwurf eines Gesetz",2038
"text51.2","Problem Der offensive Einsatz der arbeitsmarktpolitischen Instrumente, insbesondere im Gebiet der neuen fünf Bundesländer und der soziale Schutz der Arbeitnehmer bei Arbeitslosigkeit und Kurzarbeit, erfordern erhebliche Finanzmittel.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2040
"text51.3","Um die notwendigen Ausgaben zu finanzieren, ist eine Verbesserung der Einnahmensituation der Bundesanstalt für Arbeit notwendig.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2041
"text51.4","In der gesetzlichen Rentenversicherung steigt auf der Grundlage des geltenden Rechts und der Annahmen der Bundesregierung zur mittelfristigen Wirtschaftsentwicklung ohne Beitragssatzänderung die Schwankungsreserve bis Ende 1991 auf 43,3 Mrd.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2042
"text51.5","DM und bis Ende 1994 auf 69,3 Mrd.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2043
"text51.7","Diese gute Finanzlage erlaubt es, den Beitragssatz zu senken.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2045
"text51.9","Lösung Der Beitragssatz in der gesetzlichen Rentenversicherung wird mit Wirkung vom 1.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2047
"text51.10","April 1991 um 1 Prozentpunkt gesenkt.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2048
"text51.11","Er beträgt dann in der Rentenversicherung der Arbeiter und der Angestellten 17,7 v.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2049
"text51.12","H. und in der knappschaftlichen Rentenversicherung 23,45 v.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2050
"text51.14","Der Beitragssatz bei der Bundesanstalt für Arbeit wird für die Zeit vom 1.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2052
"text51.15","April bis 31.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2053
"text51.16","Dezember 1991 um 2,5 Prozentpunkte auf 6,8 v.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2054
"text51.17","H. angehoben.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2055
"text51.18","Ab 1.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2056
"text51.19","Januar 1992 wird der Beitragssatz um 0,5 Prozentpunkte auf 6,3 v.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2057
"text51.20","H. gesenkt.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2058
"text51.22","Alternativen Keine D.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2060
"text51.23","Finanzielle Auswirkungen Durch die Erhöhung des Beitragssatzes bei der Bundesanstalt für Arbeit in der Zeit vom 1.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2061
"text51.24","April bis zum 31.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2062
"text51.25","Dezember 1991 auf insgesamt 6,8 v.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2063
"text51.26","H. entstehen Mehreinnahmen von 18,3 Mrd.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2064
"text51.28","Im Jahre 1992 belaufen sich die Mehreinnahmen bei dem dann geltenden Satz von 6,3 v.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2066
"text51.29","H. auf 23 Mrd.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2067
"text51.31","Schätzungen der Mehreinnahmen für die folgenden Jahre der mittelfristigen Finanzplanung sind im Augenblick nicht möglich, da noch nicht übersehbar ist, welche Beitragssatzabsenkungen durch die zu erwartende bessere Entwicklung auf dem Arbeitsmarkt möglich werden.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2069
"text51.32","Durch die Absenkung des Beitragssatzes in der gesetzlichen Rentenversicherung entstehen in der Rentenversicherung der Arbeiter und der Angestellten im Jahre 1991 Beitragsmindereinnahmen von 7,6 Mrd.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2070
"text51.33","DM; im Jahre 1992 betragen sie 12,2 Mrd.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2071
"text51.35","In der knappschaftlichen Rentenversicherung belaufen sich die Beitragsmindereinnahmen im Jahre 1991 auf 0,1 Mrd.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2073
"text51.36","DM und im Jahre 1992 auf 0,1 Mrd.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2074
"text51.37","DM; sie werden im Rahmen der Defizitdeckung durch den Bund ausgeglichen.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2075
"text51.38","Ab 1992 gilt im übrigen der Regelungsmechanismus des Rentenreformgesetzes, der u. a. vorsieht, daß der Beitragssatz so festzulegen ist, daß die voraussichtlichen Ausgaben gedeckt werden und am Jahresende eine Schwankungsreserve in Höhe einer Monatsausgabe erreicht wird.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2076
"text51.39","Die Gebietskörperschaften werden insofern mit Mehrkosten belastet, als sie in ihrer Arbeitgeberfunktion höhere Sozialversicherungsbeiträge für ihre Arbeiter und Angestellten abführen müssen.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2077
"text51.40","Der Bund wird zusätzlich im zuvor genannten Umfang mit einem erhöhten Defizitausgleich zur knappschaftlichen Rentenversicherung belastet.","text63","1","12/56","Gesetzentwurf","12",1991-01-29,NA,"Entwurf eines Gesetz",2078
"text52.2","Zielsetzung Die im Jahr 1938 erlassene Arbeitszeitordnung, die noch aus dem Jahr 1891 stammenden Vorschriften über das Verbot der Beschäftigung an Sonnund Feiertagen und die ebenfalls im Jahr 1938 erlassenen Vorschriften über den besonderen Frauenarbeitsschutz sind überholungsbedürftig.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2080
"text52.3","Diese und weitere in mehreren Gesetzen und Verordnungen verstreute Vorschriften sollen in einem Gesetz zusammengefaßt und für alle Arbeitnehmer, ausgerichtet am Gesundheitsschutz, den heutigen veränderten Verhältnissen angepaßt werden.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2081
"text52.5","Lösung Der öffentlich-rechtliche Arbeitszeitschutz wird auf alle Arbeitnehmer und alle Beschäftigungsbereiche ausgedehnt.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2083
"text52.6","Der Gesundheitsschutz soll einheitlich für Frauen und Männer durch eine Begrenzung der höchstzulässigen täglichen Arbeitszeit, durch die Festsetzung von Mindestruhepausen während der Arbeit und von Mindestruhezeiten zwischen Beendigung und Wiederaufnahme der Arbeit sowie durch Schutzvorschriften für Nachtund Schichtarbeitnehmer sichergestellt werden.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2084
"text52.7","Im Interesse eines praxisnahen, sachgerechten und effektiven Arbeitszeitschutzes werden den Tarifvertragsparteien und unter bestimmten Voraussetzungen auch den Betriebspartnern bei der Arbeitszeitgestaltung mehr Befugnisse und mehr Verantwortung als bisher übertragen.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2085
"text52.8","Die Vorschriften über die Arbeitsruhe an Sonnund Feiertagen werden der seit 1891 erfolgten technischen und sozialen Entwicklung angepaßt und dem verfassungsrechtlichen Gebot der Arbeitsruhe an Sonnund Feiertagen entsprechend auf alle Arbeitnehmer ausgedehnt.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2086
"text52.9","Der Frauenarbeitsschutz wird dem Grundsatz der Gleichbehandlung von Frauen und Männern gemäß neu geregelt.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2087
"text52.10","Die für Frauen und Männer unterschiedlichen Arbeitszeitund Pausenvorschriften der Arbeitszeitordnung und die darin enthaltenen Beschäftigungsverbote für Frauen werden mit Ausnahme des Beschäftigungsverbotes für Frauen im Bergbau unter Tage aufgehoben.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2088
"text52.11","Damit wird auch der Richtlinie des Rates der Europäischen Gemeinschaften vom 9.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2089
"text52.12","Februar 1976 zur Verwirklichung des Grundsatzes der Gleichbehandlung von Männern und Frauen Rechnung getragen.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2090
"text52.13","Durch den Gesetzentwurf werden insgesamt 28 Gesetze und Verordnungen außer Kraft gesetzt.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2091
"text52.15","Alternativen Am 28.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2093
"text52.16","Juni 1993 hat die Fraktion der SPD den Entwurf eines Arbeitszeitgesetzes (BT-Drucksache 12/5282) im Deutschen Bundestag eingebracht.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2094
"text52.17","Der Gesetzentwurf schreibt eine wöchentliche Regelarbeitszeit von 40 Stunden an fünf Wochentagen vor.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2095
"text52.18","Darüber hinausgehende Mehrarbeit ist zwingend durch Freizeit auszugleichen.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2096
"text52.19","Die tägliche Arbeitszeit, die mehr als drei Stunden Nachtarbeitszeit (22 bis 6 Uhr) enthält, darf sechs Stunden nicht überschreiten.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2097
"text52.20","Der Gesetzentwurf sieht ferner ein grundsätzliches Verbot der Beschäftigung von Arbeitnehmern an Sonnund Feiertagen vor.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2098
"text52.21","Das Gesetz über die Arbeitszeit in Bäckereien und Konditoreien und die hierzu erlassene Durchführungsverordnung sollen aufgehoben werden.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2099
"text52.23","Kosten Bund, Länder und Gemeinden werden durch die Ausführung des Gesetzes mit nennenswerten zusätzlichen Kosten nicht belastet.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2101
"text52.24","Die privaten Unternehmen werden im Verhältnis zu den Gesamtkosten nur in geringem Umfang belastet.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2102
"text52.25","Auch Bund, Länder und Gemeinden tragen — gemessen an der Höhe der öffentlichen Haushalte — nur geringe Belastungen, so daß meßbare Auswirkungen auf Einzelpreise, das Preisniveau und insbesondere das Verbraucherpreisniveau nicht zu erwarten sind.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2103
"text52.26","Zwar kann der Gesetzentwurf gewisse zusätzliche Kostenbelastungen für die privaten und öffentlichen Arbeitgeber durch die ärztlichen Untersuchungen bei Nachtarbeit auslösen, dem stehen jedoch Kostenentlastungen z.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2104
"text52.27","B. durch Erhöhung der betrieblichen Flexibilität gegenüber.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2105
"text52.28","Im einzelnen lassen sich die Auswirkungen nicht quantifizieren.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2106
"text52.29","Bundesrepublik Deutschland Der Bundeskanzler 021 (311) — 805 01 — Ar 108/93 Bonn, den 13.","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2107
"text52.30","Oktober 1993 An die Präsidentin des Deutschen Bundestages Hiermit übersende ich den von der Bundesregierung beschlossenen","text66","1","12/5888","Gesetzentwurf","12",1993-10-13,NA,"Entwurf eines Gesetz",2108
"text53.2","Problem Der Deutsche Bundestag hat am 13.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2110
"text53.3","Dezember 1984 das Gesetz über den Sozialplan im Konkursund Vergleichsverfahren beschlossen.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2111
"text53.4","Damit wurden die Forderungen aus Sozialplänen, die nicht früher als drei Monate vor dem Antrag auf Eröffnung des Konkursoder Vergleichsverfahrens aufgestellt worden waren, mit dem Vorrecht des § 61 Abs. 1 Nr. 1 der Konkursordnung ausgestattet.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2112
"text53.5","Das Gesetz galt von Anfang an als Zwischenlösung bis zur Gesamtreform des Insolvenzrechts.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2113
"text53.6","Seine Geltungsdauer wurde zunächst bis zum 31.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2114
"text53.7","Dezember 1988 befristet und dann bis zum 31.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2115
"text53.8","Dezember 1989 verlängert.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2116
"text53.9","Angesichts der Vorarbeiten zur Gesamtreform des Insolvenzrechts erfolgten weitere Verlängerungen bis zum Ablauf des Jahres 1993.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2117
"text53.10","Inzwischen ist die Insolvenzrechtsreform in der parlamentarischen Beratung.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2118
"text53.11","Auch bei zeitgerechtem Abschluß innerhalb der 12.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2119
"text53.12","Wahlperiode kann diese Reform jedoch frühestens zum 1.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2120
"text53.13","Januar 1995 in Kraft gesetzt werden.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2121
"text53.15","Lösung Die.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2123
"text53.16","Geltungsdauer des Gesetzes über den Sozialplan im Konkursund Vergleichsverfahren wird um eine weitere Frist von zwei Jahren verlängert.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2124
"text53.18","Alternativen Keine Ein/Außerkrafttreten des Gesetzes für eine Übergangszeit bis zum Inkrafttreten einer Gesamtreform des Insolvenzrechts würde die Vorrechte der Forderungen aus dem Sozialplan beseitigen und zu erneuter Rechtsunsicherheit und Rechtsungleichheit führen.","text67","1","12/5985","Gesetzentwurf","12",1993-10-27,NA,"Entwurf eines Gesetz",2126
"text54.2","Zielsetzung Das Abkommen vom 20.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2128
"text54.3","Oktober 1982 zwischen der Bundesrepublik Deutschland und der Schweizerischen Eidgenossenschaft über Arbeitslosenversicherung findet Anwendung auf deutsche und schweizerische Staatsangehörige sowie auf Flüchtlinge und Staatenlose, die im Gebiet eines der beiden Vertragsstaaten wohnen.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2129
"text54.4","Durch das Zusatzabkommen sollen Grenzgänger, die nicht die Staatsangehörigkeit der Vertragsstaaten besitzen, in das Abkommen einbezogen werden.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2130
"text54.5","Damit wird der soziale Schutz im Falle der Arbeitslosigkeit auch für Drittstaatsangehörige, die im einen Vertragsstaat wohnen und im anderen Vertragsstaat arbeiten, verbessert.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2131
"text54.7","Lösung Das Zusatzabkommen beruht auf der Grundlage der Gegenseitigkeit und bewirkt, daß Grenzgänger zwischen Deutschland und der Schweiz, die Drittstaatsangehörige sind, bei Anwendung des Abkommens wie Staatsangehörige der Vertragsstaaten behandelt werden.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2133
"text54.8","Damit haben sie wie diese Anspruch auf Leistungen aus der Arbeitslosenversicherung ihres Wohnlandes, wenn sie im anderen Staat beschäftigt sind und arbeitslos werden.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2134
"text54.10","Alternativen Keine D.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2136
"text54.11","Kosten Bund, Länder und Gemeinden werden durch die Ausführung des Gesetzes nicht unmittelbar mit Kosten belastet.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2137
"text54.12","Für den Bund ergeben sich nicht nennenswerte finanzielle Auswirkungen im Hinblick auf den Bundeszuschuß für die Bundesanstalt für Arbeit.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2138
"text54.13","Bei Anwendung des Zusatzabkommens ab dem 1.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2139
"text54.14","Januar 1987 können insgesamt Mehrkosten bis zu maximal rd.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2140
"text54.15","1,5 Mio.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2141
"text54.16","DM entstehen.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2142
"text54.17","Die jährlichen Mehraufwendungen liegen bei maximal 600 000 DM.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2143
"text54.18","Bundesrepublik Deutschland Der Bundeskanzler 021 (311) — 806 06 — Ar 152/93 Bonn, den 6.","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2144
"text54.19","Januar 1994 An die Präsidentin des Deutschen Bundestages Hiermit übersende ich den von der Bundesregierung beschlossenen","text68","1","12/6536","Gesetzentwurf","12",1994-01-06,NA,"Entwurf eines Gesetz",2145
"text55.2","Problem Die Entwicklung der Magnetschwebebahntechnologie ist ein Zeichen für die Leistungskraft des Wirtschaftsstandortes Bundesrepublik Deutschland.","text70","1","12/7006","Gesetzentwurf","12",1994-03-09,NA,"Entwurf eines Gesetz",2147
"text55.3","Um die Planung von Magnetschwebebahnstrekken zu ermöglichen, sind die geeigneten gesetzlichen Grundlagen zu erstellen.","text70","1","12/7006","Gesetzentwurf","12",1994-03-09,NA,"Entwurf eines Gesetz",2148
"text55.5","Lösung Schaffung eines Magnetschwebebahnplanungsgesetzes mit folgendem wesentlichen Inhalt: —Planfeststellungsund Anhörungsbehörde ist das EisenbahnBundesamt, —die Planungsverfahren entsprechen denen des Planungsvereinfachungsgesetzes, —Verordnungsermächtigung für eine Magnetbahnbauund betriebsordnung.","text70","1","12/7006","Gesetzentwurf","12",1994-03-09,NA,"Entwurf eines Gesetz",2150
"text55.7","Alternativen Keine D.","text70","1","12/7006","Gesetzentwurf","12",1994-03-09,NA,"Entwurf eines Gesetz",2152
"text55.8","Kosten Mehraufwendungen durch erhöhten Personalaufwand im Eisenbahn-Bundesamt können durch Einnahmen aus Gebühren ausgeglichen werden, die dem Planungsträger aufzuerlegen sind.","text70","1","12/7006","Gesetzentwurf","12",1994-03-09,NA,"Entwurf eines Gesetz",2153
"text56.2","Zielsetzung Das Übereinkommen zielt darauf ab, für alle Seeschiffe, die im Gebiet des ratifizierenden Mitgliedstaates eingetragen sind und gewöhnlich in der gewerblichen Seeschiffahrt verwendet werden, einen verbindlichen Mindeststandard im Bereich des Gesundheitsschutzes und der medizinischen Betreuung der Seeleute zu gewährleisten, wie z.","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2155
"text56.3","B. durch eine kostenlose Krankenfürsorge an Bord, durch Regeln für Inhalt und Überprüfung der Schiffsapotheke, durch Mitführen eines ärztlichen Leitfadens an Bord, durch Zurverfügungstellung einer unentgeltlichen funkoder satellitenfunkärztlichen Beratung sowie auch durch das Aufstellen von Regeln für die medizinische Ausund Fortbildung von nichtärztlichen Besatzungsmitgliedern, die für die medizinische Betreuung an Bord zuständig sind.","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2156
"text56.5","Lösung Da sich das Übereinkommen auf Gegenstände der Bundesgesetzgebung bezieht, bedarf es nach Artikel 59 Abs. 2 Satz 1 des Grundgesetzes zur innerstaatlichen Umsetzung der Zustimmung der gesetzgebenden Körperschaften in Form eines Bundesgesetzes.","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2158
"text56.6","Die Normen des Übereinkommens über den Gesundheitsschutz und die medizinische Betreuung der Seeleute werden innerstaatlich überwiegend durch das Seemannsgesetz und die Krankenfürsorge-Verordnung umgesetzt.","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2159
"text56.8","Alternativen Keine D.","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2161
"text56.9","Kosten Durch die Ausführung dieses Gesetzes entstehen unmittelbar weder Kosten noch Auswirkungen auf das Preisniveau.","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2162
"text56.10","Das Übereinkommen soll ratifiziert werden, weil das geltende innerstaatliche Recht den darin enthaltenen Anforderungen bereits entspricht bzw. nach der ohnehin spätestens bis zum 31.","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2163
"text56.11","12. 1994 erforderlichen und beabsichtigten Umsetzung der Richtlinie 92/29 (EWG) des Rates vom 31.","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2164
"text56.12","3. 1992 über Mindestvorschriften für die Sicherheit und den Gesundheitsschutz zum Zweck einer besseren medizinischen Versorgung auf Schiffen dem Übereinkommen entsprechen wird.","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2165
"text56.14","Vereinbarkeit mit dem Recht der Europäischen Gemeinschaften Das Übereinkommen ist mit dem Recht der Europäischen Gemeinschaften vereinbar.","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2167
"text56.15","Bundesrepublik Deutschland Der Bundeskanzler 021 (311) — 806 01 — In 66/94 Bonn, den 5.","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2168
"text56.16","April 1994 An die Präsidentin des Deutschen Bundestages Hiermit übersende ich den von der Bundesregierung beschlossenen","text72","1","12/7188","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2169
"text57.2","Zielsetzung Das Übereinkommen zielt darauf ab, den Gesundheitsschutz der Arbeitnehmer am Arbeitsplatz zu verbessern und arbeitsbedingte Gesundheitsgefahren zu verhüten.","text73","1","12/7191","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2171
"text57.3","Zu diesem Zweck sollen ratifizierende Staaten schrittweise für alle Arbeitnehmer in allen Wirtschaftszweigen und Betrieben betriebsärztliche Dienste einrichten, die entsprechend den spezifischen Gefahren des einzelnen Betriebes konkrete vorbeugende Arbeitsschutzaufgaben wahrzunehmen haben.","text73","1","12/7191","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2172
"text57.5","Lösung Da sich das Übereinkommen auf Gegenstände der Bundesgesetzgebung bezieht, bedarf es nach Artikel 59 Abs. 2 Satz 1 des Grundgesetzes zur innerstaatlichen Umsetzung der Zustimmung der gesetzgebenden Körperschaften in Form eines Bundesgesetzes.","text73","1","12/7191","Gesetzentwurf","12",1994-04-05,NA,"Entwurf eines Gesetz",2174
