"doc_id","text","before","after","number","document_type","elec_period","date","title","pattern","id"
"text34.31","So ist u. a. der Genossenschafts-/Werkswohnungsbau in der Vergangenheit nahezu zum Stillstand gekommen, weil die niedrigen Einkommensgrenzen eine Vergabe der Wohnungen an eigene Mitglieder/Beschäftigte in vielen Fällen nicht mehr möglich machten.","text47","1","12/6616","Gesetzentwurf","12",1994-01-19,NA,"Entwurf eines Gesetz",1037
"text34.32","Die preisdämpfenden Wirkungen des Gesetzentwurfs lassen sich im einzelnen nicht quantifizieren, sie werden jedoch insgesamt einen positiven Einfluß auf das Verbraucherpreisniveau haben.","text47","1","12/6616","Gesetzentwurf","12",1994-01-19,NA,"Entwurf eines Gesetz",1038
"text35.2","Zielsetzung Bei Anwendung der Vorschriften des Rechts der gesetzlichen Krankenversicherung hat sich ein notwendiger Korrekturund Änderungsbedarf im Fünften Buch Sozialgesetzbuch und einigen anderen Rechtsvorschriften herausgestellt.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1040
"text35.3","Zudem gibt ein Urteil des Bundesverwaltungsgerichts vom Januar 1993 Anlaß, die Ermächtigung des Krankenhausfinanzierungsgesetzes für die Abgrenzung förderungsfähiger Krankenhausinstandhaltungskosten von den pflegesatzfähigen Instandhaltungskosten zu präzisieren.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1041
"text35.4","Schließlich wird dem Auftrag des Gesundheitsausschusses des Deutschen Bundestages Rechnung getragen, Folgeregelungen zu der im Gesundheitsstrukturgesetz vom 21.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1042
"text35.5","Dezember 1992 festgelegten Schließung des Dienstordnungssystems einzuführen, um Nachteile für verbleibende Dienstordnungsangestellte zu vermeiden.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1043
"text35.7","Lösung Das GKV-Anpassungsgesetz enthält neben klarstellenden Regelungen vor allem folgende Änderungen: 1.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1045
"text35.8","In das Fünfte Buch Sozialgesetzbuch werden Vorschriften aufgenommen, die —Folgeregelungen zur Änderung der Vorversicherungszeiten für die Krankenversicherung der Rentner im Gesundheitsstrukturgesetz, —Umsetzungen zur Änderung des Bundesvertriebenengesetzes für den Bereich der gesetzlichen Krankenversicherung, — punktuelle Konkretisierungen der Vorschriften über die Veränderung der vertragsärztlichen Gesamtvergütungen zum Inhalt haben.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1046
"text35.10","Im Krankenhausfinanzierungsgesetz wird die Ermächtigung zur Abgrenzung förderungsfähiger und damit von den Ländern zu finanzierender Kosten der Krankenhausinstandhaltung von den pflegesatzfähigen Instandhaltungskosten präzisiert, die von den Krankenkassen zu tragen sind.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1048
"text35.11","Aus rechtsförmlichen Gründen werden die entsprechenden Vorschriften der Abgrenzungsverordnung ohne Änderung in das Gesetz aufgenommen.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1049
"text35.13","Die Änderung der Schiedsamtsverordnung enthält Folgeregelungen zum Gesundheitsstrukturgesetz.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1051
"text35.15","Im Lohnfortzahlungsgesetz werden die Vorschriften zum Lohnausgleichsverfahren konkretisiert.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1053
"text35.17","In der Reichsversicherungsordnung und in dem Zweiten Gesetz zur Vereinheitlichung und Neuregelung des Besoldungsrechts in Bund und Ländern werden Folgeregelungen aus der Schließung des Dienstordnungssystems im Gesundheitsstrukturgesetz getroffen.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1055
"text35.18","Die Krankenkassen und ihre Verbände erhalten die Möglichkeit, die auch für dienstordnungsmäßig Angestellte geltenden beamtenrechtlichen Obergrenzen für Beförderungsämter zu überschreiten, wenn dies erforderlich ist, um eine Verschlechterung der Beförderungsverhältnisse zu vermeiden.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1056
"text35.20","Alternativen Keine D.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1058
"text35.21","Kosten Die Länder haben weiterhin die förderungsfähigen Instandhaltungskosten für Krankenhäuser zu tragen.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1059
"text35.22","Bundesrepublik Deutschland Der Bundeskanzler 021 (313) — 811 00 — Kr 25/94 Bonn, den 3.","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1060
"text35.23","März 1994 An die Präsidentin des Deutschen Bundestages Hiermit übersende ich den von der Bundesregierung beschlossenen","text49","1","12/6958","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1061
"text36.2","Zielsetzung Die für die Bewilligung der Prozeßkostenhilfe nach der Tabelle in Anlage 1 zu § 114 ZPO maßgebenden, seit 1981 unveränderten Einkommensgrenzen bedürfen einer Anpassung an die geänderten Verhältnisse.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1063
"text36.3","Dabei darf die nach der Tabelle vorgesehene Kostenbelastung das Existenzminimum der hilfebedürftigen Partei nicht gefährden (BVerfGE 78, 104).","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1064
"text36.4","Der Gesetzentwurf will dies unter Ausschöpfung der Einsparungsmöglichkeiten durch strukturelle Änderungen gewährleisten und das Anpassungsproblem dauerhaft lösen.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1065
"text36.6","Lösung 1.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1067
"text36.7","Der Entwurf knüpft für den Bedarf, der einer Partei ungeschmälert für die Lebensführung zur Verfügung stehen muß, an den sozialhilferechtlichen Eckregelsatz (§ 22 BSHG) der laufenden Leistungen bei der Hilfe zum Lebensunterhalt an.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1068
"text36.8","Für die Berechnung des Prozeßkostenhilfefreibetrages geht er vom höchsten Eckregelsatz der Länder aus.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1069
"text36.9","Auf den Eckregelsatz wird ein Zuschlag von 15 vom Hundert genommen, mit dem die durchschnittlich gewährten einmaligen Leistungen (§ 21 BSHG) berücksichtigt werden.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1070
"text36.10","Damit errechnet sich ein Prozeßkostenhilfefreibetrag von 618 DM (Stand: 1.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1071
"text36.11","Juli 1993).","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1072
"text36.13","Während nach geltendem Recht die Kosten für Unterkunft und Heizung in den Freibetrag pauschal mit 156 DM berücksichtigt sind, erkennt der Entwurf diese Kosten grundsätzlich in voller Höhe an.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1074
"text36.14","Neben den Steuern, Vorsorgeaufwendungen und Werbungskosten sind sie ebenso wie der Mehrbedarf Erwerbstätiger und sonstige besondere Belastungen vom Einkommen abzusetzen.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1075
"text36.16","Der Unterhaltsfreibetrag für den Ehegatten soll künftig dem Prozeßkostenhilfefreibetrag entsprechen.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1077
"text36.17","Jede weitere unterhaltsberechtigte Person soll mit einem Freibetrag von 435 DM (Stand: 1.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1078
"text36.18","Juli 1993) berücksichtigt werden.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1079
"text36.20","Der Entwurf will eine vereinfachte jährliche Anpassung der Prozeßkostenhilfefreibeträge an die künftige Entwicklung des Lebensbedarfs und damit eine dauerhafte Lösung erreichen.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1081
"text36.21","Zu diesem Zweck sollen die Freibeträge mit ihrem Vomhundertsatz des Grundbetrages nach § 79 Abs. 1 Nr. 1 BSHG (Basisjahr: 1992) festgelegt werden, der zum 1.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1082
"text36.22","Juli jeden Jahres der Entwicklung entsprechend dem aktuellen Rentenwert angepaßt wird.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1083
"text36.24","Die Tabelle wird in ihrer Struktur vereinfacht und in den Wortlaut des § 115 ZPO einbezogen.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1085
"text36.25","Unstimmigkeiten in der Staffelung der Einkommensgrenzen und der Ratenhöhe werden beseitigt, die Progression der Ratenhöhe verstärkt.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1086
"text36.27","Alternativen Keine D.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1088
"text36.28","Kosten Die Änderungen werden für Bund, Länder und Gemeinden keine zusätzlichen Kosten verursachen.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1089
"text36.29","Die Orientierung des Entwurfs am Existenzminimum, die stärkere Progression der Prozeßkostenhilferaten und die Beschränkung des erhöhten Unterhaltsfreibetrages auf den Ehegatten der Partei dürften die Haushalte der Länder, in geringem Umfang auch den Bundeshaushalt, entlasten.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1090
"text36.30","Etwaige Mindereinnahmen durch die Anhebung der Unterhaltsfreibeträge sowie die Berücksichtigung der Unterkunftskosten in tatsächlicher Höhe sind demgegenüber nicht höher zu veranschlagen.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1091
"text36.31","Auswirkungen auf das Preisniveau, insbesondere das Verbraucherpreisniveau, sind nicht zu erwarten.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1092
"text36.32","Bundesrepublik Deutschland Der Bundeskanzler 021 (131) — 446 02 — Pr 8/94 Bonn, den 3.","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1093
"text36.33","März 1994 An die Präsidentin des Deutschen Bundestages Hiermit übersende ich den von der Bundesregierung beschlossenen","text50","1","12/6963","Gesetzentwurf","12",1994-03-04,NA,"Entwurf eines Gesetz",1094
"text37.2","Problem Die Leistung des Schlechtwettergeldes soll mit den Vereinbarungen über ein ganzjährig gesichertes Einkommen der Tarifvertragsparteien im Baugewerbe verknüpft werden.","text51","1","12/7564","Gesetzentwurf","12",1994-05-17,NA,"Entwurf eines Gesetz",1096
"text37.3","Zugleich soll den Betrieben im Baugewerbe die Überlassung von Arbeitnehmern im Rahmen der Kollegenhilfe ermöglicht werden, insbesondere zur Vermeidung von Kurzarbeit oder Entlassungen.","text51","1","12/7564","Gesetzentwurf","12",1994-05-17,NA,"Entwurf eines Gesetz",1097
"text37.5","Lösung Das Schlechtwettergeld wird wieder in den Monaten März und November in den Jahren 1994 und 1995 gezahlt, dafür entfällt es bereits endgültig ab Januar 1996, bisher März 1996.","text51","1","12/7564","Gesetzentwurf","12",1994-05-17,NA,"Entwurf eines Gesetz",1099
"text37.6","Das Verbot der Arbeitnehmerüberlassung im Baugewerbe soll nicht mehr gelten, wenn die Überlassung zwischen Betrieben des Baugewerbes erfolgt und für diese Betriebe dieselben Rahmenund Sozialkassentarifverträge gelten.","text51","1","12/7564","Gesetzentwurf","12",1994-05-17,NA,"Entwurf eines Gesetz",1100
"text37.8","Alternativen Keine D.","text51","1","12/7564","Gesetzentwurf","12",1994-05-17,NA,"Entwurf eines Gesetz",1102
"text37.9","Kosten Im Jahre 1994 betragen die Mehrausgaben beim Schlechtwettergeld 120 Mio.","text51","1","12/7564","Gesetzentwurf","12",1994-05-17,NA,"Entwurf eines Gesetz",1103
"text37.10","DM, im Jahre 1995 treten Mehrausgaben von 200 Mio.","text51","1","12/7564","Gesetzentwurf","12",1994-05-17,NA,"Entwurf eines Gesetz",1104
"text37.11","DM auf.","text51","1","12/7564","Gesetzentwurf","12",1994-05-17,NA,"Entwurf eines Gesetz",1105
"text37.12","Durch den Wegfall der Monate Januar und Februar sind im Jahre 1996 bis zu 400 Mio.","text51","1","12/7564","Gesetzentwurf","12",1994-05-17,NA,"Entwurf eines Gesetz",1106
"text37.13","DM Minderausgaben zu erwarten.","text51","1","12/7564","Gesetzentwurf","12",1994-05-17,NA,"Entwurf eines Gesetz",1107
"text38.2","Problem Bezieher von Vorruhestandsgeld erhielten nach bisheriger Auslegung der mit Maßgaben fortgeltenden Vorruhestandsverordnung der ehemaligen DDR Vorruhestandsgeld bis zum Erreichen des Rentenalters.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1109
"text38.3","Das Bundessozialgericht hat vor dem Hintergrund des Fehlens einer ausdrücklichen Regelung über die Dauer des Anspruchs entschieden, daß der Bezug nicht bereits mit Erreichen des Rentenalters, sondern erst mit der tatsächlichen Zahlung der Rente endet, selbst dann, wenn von der Rentenbeantragung bewußt abgesehen wurde.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1110
"text38.4","Allerdings hat das Gericht die Leistungszeit auf längstens fünf Jahre begrenzt.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1111
"text38.6","Lösung Damit keine unterschiedliche Rechtslage für die bereits Rente beziehenden ehemaligen Vorruhestandsgeldbezieher und die erst in das Rentenalter hineinwachsenden derzeitigen Vorruhestandsgeldbezieher entsteht, ist es erforderlich, die Vorruhestandsverordnung dahin gehend zu ändern, daß der Bezug von Vorruhestandsgeld mit dem Erreichen des früheren DDR-Rentenalters, d. h. grundsätzlich für Frauen mit Vollendung des 60.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1113
"text38.7","Lebensjahres und für Männer mit Vollendung des 65.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1114
"text38.8","Lebensjahres endet.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1115
"text38.10","Alternativen Keine D.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1117
"text38.11","Kosten Die Änderung der Vorruhestandsgeldverordnung vermeidet erhebliche Mehrausgaben des Bundes bei der Gewährung von Vorruhestandsgeld.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1118
"text38.12","Zur Zeit beziehen noch rd.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1119
"text38.13","135 000 Personen Vorruhestandsgeld.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1120
"text38.14","Von den ursprünglich rund 400 000 Vorruhestandsgeld beziehenden Personen erhalten mittlerweile bereits rund 265 000 Rente wegen Alters.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1121
"text38.15","Die Mehrbelastung des Bundes würde bei der Gewährung von Vorruhestandsgeld unter Berücksichtigung der Rechtsprechung des Bundessozialgerichts mindestens 1 Mrd.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1122
"text38.16","DM betragen.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1123
"text38.17","In Anbetracht der derzeitigen Finanzlage der öffentlichen Haushalte und der Höhe der Abgabenbelastung der Unternehmer und Arbeitnehmer können diese Kosten nicht durch eine höhere Abgabenbelastung finanziert werden.","text52","1","12/8039","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1124
"text39.2","Problem Nach § 41 Abs. 4 Satz 3 SGB VI ist eine Vereinbarung, die die Beendigung des Arbeitsverhältnisses zu dem Zeitpunkt vorsieht, in dem der Arbeitnehmer einen Anspruch auf eine Rente wegen Alters hat, nur dann wirksam, wenn sie innerhalb der letzten drei Jahre geschlossen oder vom Arbeitnehmer bestätigt worden ist.","text53","1","12/8040","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1126
"text39.3","Die Regelung führt dazu, daß der Arbeitnehmer bei Fortsetzung des Arbeitsverhältnisses neben dem vollen Arbeitsentgelt die volle Altersrente oder eine vergleichbare Leistung beziehen und sich das Ausscheiden aus dem Betrieb vom Arbeitgeber „abkaufen lassen kann.","text53","1","12/8040","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1127
"text39.4","Da die Vorschrift nach der Rechtsprechung des Bundesarbeitsgerichts darüber hinaus tarifvertragliche Altersgrenzenvereinbarungen ausschließt, ist im gesamten Bereich der öffentlichen Verwaltung und in einem großen Teil der Privatwirtschaft, in denen in Tarifverträgen Altersgrenzen vereinbart worden sind, eine wesentliche Grundlage für die Personalund Nachwuchsplanung entfallen.","text53","1","12/8040","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1128
"text39.5","Die Blockierung von Arbeitsplätzen durch ältere, wirtschaftlich durch den Bezug der vollen Altersrente gesicherte Arbeitnehmer ist angesichts der schwierigen Arbeitsmarktsituation und der Arbeitslosigkeit, vor allem auch jüngerer Arbeitnehmer, nicht vertretbar.","text53","1","12/8040","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1129
"text39.7","Lösung § 41 Abs. 4 Satz 3 SGB VI wird aufgehoben.","text53","1","12/8040","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1131
"text39.8","Für eine Übergangszeit bis zum 1.","text53","1","12/8040","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1132
"text39.9","Januar 1998 wird statt dessen die bis zum 31.","text53","1","12/8040","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1133
"text39.10","Dezember 1991 geltende Regelung des Rentenreformgesetzes 1972 inhaltlich wieder in Kraft gesetzt.","text53","1","12/8040","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1134
"text39.12","Alternativen Keine D.","text53","1","12/8040","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1136
"text39.13","Kosten Für Bund, Länder und Gemeinden entstehen keine Kosten.","text53","1","12/8040","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1137
"text39.14","Es ergeben sich — allerdings nicht bezifferbare — Kosteneinsparungen durch den Wegfall von Abfindungszahlungen und Kosten für Kündigungsschutzverfahren sowie durch die Verminderung von Aufwendungen der Bundesanstalt für Arbeit.","text53","1","12/8040","Gesetzentwurf","12",1994-06-21,NA,"Entwurf eines Gesetz",1138
"text40.2","Problem Individuelles Eigentum ist eine wesentliche Grundlage persönlicher Freiheit und Vorsorge und damit eine tragende Säule unserer Sozialen Marktwirtschaft.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1140
"text40.3","Eine breite Streuung des Eigentums, vorrangig beim Wohneigentum und beim Produktivvermögen, festigt unsere Wirtschaftsund Gesellschaftsordnung.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1141
"text40.4","Die Vermögensverteilung in Deutschland ist langfristig und gerade auch in der jüngeren Vergangenheit gleichmäßiger geworden.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1142
"text40.5","Dazu hat die Vermögenspolitik der Bundesregierung maßgeblich beigetragen.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1143
"text40.6","Doch ist das Ziel einer ausgewogenen Vermögensverteilung noch nicht erreicht.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1144
"text40.7","Nach wie vor ist besonders das Produktivvermögen ungleichmäßig verteilt.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1145
"text40.8","Der Gesetzentwurf soll zu einer gleichmäßigeren Verteilung des Produktivvermögens führen, ohne andere Sparformen, insbesondere das Bausparen, zu beeinträchtigen.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1146
"text40.10","Lösung Das Ziel wird im wesentlichen durch folgende Änderungen des Vermögensbildungsgesetzes erreicht: Anhebung der für die Sparzulage maßgeblichen Einkommensgrenzen von 27 000/54 000 DM (Alleinstehende/Verheiratete) auf 35 000/70 000 DM; Anhebung der Arbeitnehmer-Sparzulage für Beteiligungen von 10 % auf 20 %, wobei jährlich bis zu 800 DM zulagebegünstigt sind.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1148
"text40.11","Für das Bausparen sind daneben wie bisher 936 DM zulagebegünstigt; Erweiterung des Katalogs der geförderten Anlageformen um neue Formen der Produktivkapitalbeteiligung (gemischte Wertpapierund Grundstücks-Sondervermögen sowie Investmentfondsanteil-Sondervermögen); besondere Beteiligungsförderung für Bürger in den neuen Ländern; vermögenswirksame Leistungen werden künftig auch dann mit Sparzulage gefördert, wenn ein Tarifvertrag die Wahlfreiheit auf das Bausparen und alle Beteiligungsformen des Vermögensbildungsgesetzes beschränkt.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1149
"text40.13","Alternativen Keine D.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1151
"text40.14","Kosten der öffentlichen Haushalte 1.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1152
"text40.15","Haushaltswirkungen Für die Haushalte der Gebietskörperschaften ergeben sich in den Rechnungsjahren 1999 bis 2002 folgende finanzielle Auswirkungen: Steuermehr-/Steuermindereinnahmen (-) in Mio.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1153
"text40.16","DM EntstehungsjahrRechnungsjahr') 1999200020012002 Insgesamt 1130--50-100-150 Bund480--214364 Länder  480.--214364 Gemeinden  17081523 Abweichung in den Summen durch Rundung der Zahlen.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1154
"text40.17","1) Durch die Auszahlung der Sparzulage nach Ablauf der sechsbzw. siebenjährigen Sperrfrist wird der größte Teil der Steuermindereinnahmen erst ab dem Jahr 2006 kassenwirksam (2006: 2 120 Mio.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1155
"text40.18","DM/2007: 1240 Mio.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1156
"text40.19","DM/2008: 1240 Mio.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1157
"text40.20","DM/2009: 1310 Mio.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1158
"text40.21","DM/2010: 1 240 Mio.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1159
"text40.22","DM/2011: 370 Mio.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1160
"text40.25","Vollzugsaufwand Für die Ausführung des Gesetzes entstehen wegen der Zunahme der Zahl der Sparzulageberechtigten, wegen der Differenzierung der Fördersätze und Höchstbeträge sowie möglicherweise wegen einer vermehrten Anzahl beteiligter Institute und Arbeitgeber zusätzliche Kosten.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1163
"text40.26","Diese sind nicht bezifferbar, da eine gezielte Untersuchung zu dem mit der Arbeitnehmer-Sparzulage verbundenen Verwaltungsaufwand nicht vorliegt.","text54","1","13/10012","Gesetzentwurf","13",1998-03-03,NA,"Entwurf eines Gesetz",1164
"text41.2","Zielsetzung Die Durchführungsvereinbarung enthält die zur Anwendung des Abkommens vom 8.","text55","1","13/10124","Gesetzentwurf","13",1998-03-16,NA,"Entwurf eines Gesetz",1166
"text41.3","Dezember 1990 zwischen der Bundesrepublik Deutschland und der Republik Polen über Soziale Sicherheit erforderlichen Bestimmungen.","text55","1","13/10124","Gesetzentwurf","13",1998-03-16,NA,"Entwurf eines Gesetz",1167
"text41.5","Lösung Die Vereinbarung enthält insbesondere Bestimmungen über die gegenseitige Amtshilfe der deutschen und polnischen Stellen, die gegenseitige Übermittlung von Angaben, die Verwendung von Bescheinigungen und das Verfahren bezüglich Erstattungen und Zahlungen durch einen Versicherungsträger in das Gebiet des anderen Vertragsstaats.","text55","1","13/10124","Gesetzentwurf","13",1998-03-16,NA,"Entwurf eines Gesetz",1169
"text41.6","Die Vereinbarung gibt den beiderseitigen Verbindungsstellen die Möglichkeit, die im Rahmen ihrer Zuständigkeit notwendigen Verwaltungsmaßnahmen unter Beteiligung der zuständigen Behörden zu vereinbaren.","text55","1","13/10124","Gesetzentwurf","13",1998-03-16,NA,"Entwurf eines Gesetz",1170
"text41.8","Alternativen Keine D.","text55","1","13/10124","Gesetzentwurf","13",1998-03-16,NA,"Entwurf eines Gesetz",1172
"text41.9","Kosten Bund, Länder und Gemeinden werden durch die Ausführung des Gesetzes nicht mit Kosten belastet.","text55","1","13/10124","Gesetzentwurf","13",1998-03-16,NA,"Entwurf eines Gesetz",1173
"text41.10","An die Präsidentin des Deutschen Bundestages Hiermit übersende ich den von der Bundesregierung beschlossenen","text55","1","13/10124","Gesetzentwurf","13",1998-03-16,NA,"Entwurf eines Gesetz",1174
"text42.2","Zielsetzung Durch das Abkommen und die Durchführungsvereinbarung soll im Bereich der gesetzlichen Kranken-, Unfallund Rentenversicherung der Bundesrepublik Deutschland und der Republik Slowenien der soziale Schutz der beiderseitigen Staatsangehörigen, insbesondere für den Fall, daß sie sich im anderen Staat aufhalten, sichergestellt und koordiniert werden.","text56","1","13/10125","Gesetzentwurf","13",1998-03-16,NA,"Entwurf eines Gesetz",1176
"text42.3","Das neue Abkommen soll das bisher im Verhältnis beider Staaten weitergeltende Abkommen vom 12.","text56","1","13/10125","Gesetzentwurf","13",1998-03-16,NA,"Entwurf eines Gesetz",1177
"text42.4","Oktober 1968 zwischen der Bundesrepublik Deutschland und der Sozialistischen Föderativen Republik Jugoslawien über Soziale Sicherheit ablösen.","text56","1","13/10125","Gesetzentwurf","13",1998-03-16,NA,"Entwurf eines Gesetz",1178
"text42.6","Lösung Das Vertragswerk beruht auf der Grundlage der Gegenseitigkeit und begründet Rechte und Pflichten von Einwohnern beider Staaten in bezug auf die innerstaatlichen Rechtsvorschriften über Soziale Sicherheit im Rahmen seines sachlichen Geltungsbereichs.","text56","1","13/10125","Gesetzentwurf","13",1998-03-16,NA,"Entwurf eines Gesetz",1180
