"party","election","num_speeches","doc_id","country","wf_score","wf_se"
43531,2003,8,22,"Switzerland",0.519537013004819,0.240086600193315
43540,2011,2,23,"Switzerland",-0.348879933192278,0.534743492483185
43711,2003,1,24,"Switzerland",0.863777899641096,0.492112998543148
43711,2019,1,25,"Switzerland",1.09665593096525,0.519082394697953
43810,1999,10,26,"Switzerland",-0.313269671977319,0.241537750487554
43810,2003,5,27,"Switzerland",0.549540724196698,0.382337904532422
43810,2007,27,28,"Switzerland",-0.978397431188663,0.137461684081834
43810,2011,1,29,"Switzerland",0.272274218141392,0.591281605322613
43810,2015,2,30,"Switzerland",-0.233126547087665,0.375368641505139
43811,2011,12,31,"Switzerland",-1.06788164043473,0.256760531159447
43902,2011,1,32,"Switzerland",0.850978759921283,0.550731946982665
51110,2015,169,1,"United Kingdom",-1.90538433287019,0.0706413315665756
51110,2017,1,2,"United Kingdom",-0.0193004627422094,0.818869260784314
51110,2019,7,3,"United Kingdom",-1.0614353139409,0.407709447068934
51210,2015,11,4,"United Kingdom",0.486162545580176,0.397052555136279
51210,2017,8,5,"United Kingdom",1.07194125707851,0.35769885717699
51320,2001,10,7,"United Kingdom",-0.0507776308152516,0.336580262288826
51320,2015,15,8,"United Kingdom",-1.17220781516248,0.21375038017958
51320,2017,21,9,"United Kingdom",0.0696063376040847,0.248152451119252
51320,2019,13,10,"United Kingdom",-0.342487838267539,0.30975447309183
51340,2015,28,11,"United Kingdom",0.720483315115184,0.167520661320606
51340,2019,6,12,"United Kingdom",1.02943979689998,0.334610884074958
51421,1997,3,13,"United Kingdom",-1.41277697245493,0.395041484023841
51421,2015,79,14,"United Kingdom",-1.33905889848471,0.114443595672503
51421,2017,15,15,"United Kingdom",0.312532618842731,0.31285500081181
51421,2019,6,16,"United Kingdom",0.830304207608592,0.330409862241122
51430,2019,17,17,"United Kingdom",1.37898115043492,0.187798668279988
51620,2015,48,18,"United Kingdom",-1.37610424761635,0.135317509820257
51620,2017,26,19,"United Kingdom",0.518757393437606,0.185992650374798
51620,2019,8,20,"United Kingdom",-0.567601435301443,0.389066641184071
51621,2015,41,21,"United Kingdom",1.07268518446238,0.137509941892108
51901,2015,17,22,"United Kingdom",0.3708655122382,0.253426233922892
51901,2017,9,23,"United Kingdom",0.249362818271146,0.394989488459138
51901,2019,12,24,"United Kingdom",-0.158461680603159,0.339054997365666
51902,1997,22,25,"United Kingdom",0.233325821955022,0.203772203788832
51902,2001,10,26,"United Kingdom",-0.939977790233307,0.370026263479042
51902,2015,31,27,"United Kingdom",-0.132943980930064,0.174063849486175
51902,2017,8,28,"United Kingdom",0.215927656744629,0.433157266178735
51902,2019,25,29,"United Kingdom",0.798773189607889,0.181220703434065
51903,2015,26,30,"United Kingdom",1.46163288934209,0.126570553223817
51903,2017,21,31,"United Kingdom",1.49213858341319,0.127812431683914
51903,2019,5,32,"United Kingdom",0.235294144841067,0.431590034547472
51951,2015,36,33,"United Kingdom",-2.4910345679305,0.102015945515052
51951,2017,5,34,"United Kingdom",0.421338543875649,0.603522741710116
53021,2011,2,1,"Ireland",1.16087033059103,0.363971424277865
53110,2007,96,2,"Ireland",1.43515200397315,0.0444658654018497
53110,2011,23,3,"Ireland",0.767731962472618,0.0879309765359599
53110,2016,8,4,"Ireland",-0.714124726021714,0.18655072371663
53110,2020,12,5,"Ireland",0.0511962801838324,0.165597980592769
53230,2011,1,6,"Ireland",-0.470016311404222,0.61694312348345
53250,2016,1,7,"Ireland",0.270280981738665,0.457724354030843
53320,2007,130,8,"Ireland",1.29840339895267,0.0347899663279744
53320,2011,66,9,"Ireland",-0.184732401916048,0.0591591495613855
53320,2016,56,10,"Ireland",-1.53351533952617,0.0692846832560016
53320,2020,7,11,"Ireland",-0.0668887803588015,0.160813769411251
53321,2016,5,12,"Ireland",-1.78343250810409,0.22125138934731
53321,2020,9,13,"Ireland",-0.624224646979222,0.16613186616004
53420,2007,174,14,"Ireland",1.46434367431634,0.0315342562316218
53520,2007,107,15,"Ireland",1.35794689893932,0.0416211160922998
53520,2011,69,16,"Ireland",0.0309495402840599,0.0538375121074816
53520,2016,93,17,"Ireland",-1.03652196064676,0.0490352059751953
53520,2020,50,18,"Ireland",-0.82366931584213,0.0830691515101403
53620,2007,122,19,"Ireland",1.17349360911595,0.0354745253782944
53620,2011,33,20,"Ireland",-0.355916433970528,0.0957209476224153
53620,2016,6,21,"Ireland",0.428407939830088,0.184070041115886
53620,2020,11,22,"Ireland",-0.817853576740423,0.189141613910848
53951,2007,82,23,"Ireland",1.68783039070861,0.0409755713778082
53951,2011,9,24,"Ireland",-0.127269121702299,0.186865161752364
53951,2016,3,25,"Ireland",-0.840094336653131,0.29245090170797
53951,2020,4,26,"Ireland",-1.29427962092638,0.305163203175805
53952,2020,18,27,"Ireland",-0.454067930314409,0.145442683147382
