,text,election,code,pos,party_code,country_code,party,country,name,name_english,code_extract,sentiment,country_party_election_sentiment,country_party_election_code,party_agg
521,"Wir setzen uns auf internationaler Ebene dafür ein, dass die gleichen Umweltstandards wie in Deutschland auch in anderen Ländern eingehalten und eingeführt werden.",2005,501,311,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
522,Auch hier zeigt sich das Ökonomie und Ökologie kein Widerspruch sind.,2005,416,321,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,416,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_416,Die Grünen
523,Wachstum zu Lasten der Natur kann besten-falls kurzfristige Erfolge erzielen und verschiebt die Probleme auf Kosten kommender Generationen.,2005,416,322,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,416,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_416,Die Grünen
524,"Mittel- und langfristig kann nur eine Wirtschaftsweise bestehen, die die natürlichen Lebensgrundlagen, auf denen sie basiert, nicht zerstört.",2005,416,323,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,416,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_416,Die Grünen
525,"Es gibt viele Bereiche, in denen mit GRÜNEN Ideen, schwarze Zahlen geschrieben werden können: Gesundheit, Pflege und (Weiter-)bildung sind riesige Wachstumsmärkte.",2005,410,324,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,410,right,Germany_Bündnis‘90/Die Grünen_2005_right,Germany_Bündnis‘90/Die Grünen_2005_410,Die Grünen
526,"Integrierte, um-weltschonende Verkehrssysteme sind die Lebensadern einer zusammenwachsenden Welt.",2005,501,325,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
527,"Doch nur schonender Tourismus, der auf Natur und Kultur Rücksicht nimmt, ist nachhaltig und somit zukunftsfähig.",2005,416,330,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,416,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_416,Die Grünen
528,Diesen wollen wir fördern und ausbauen.,2005,416,331,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,416,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_416,Die Grünen
529,"Der wirtschaftliche Aufholprozess gestaltet sich langsamer und schwieriger, als dies von vielen erwartet wurde.",2005,410,388,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,410,right,Germany_Bündnis‘90/Die Grünen_2005_right,Germany_Bündnis‘90/Die Grünen_2005_410,Die Grünen
530,Zusätzliche Mittel in diese Bereiche erzeugen nur noch begrenzte Wachstumsimpulse.,2005,410,392,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,410,right,Germany_Bündnis‘90/Die Grünen_2005_right,Germany_Bündnis‘90/Die Grünen_2005_410,Die Grünen
531,die Entwicklung von Wachstumsregionen für Industrie und Dienstleistungen fördern,2005,410,395,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,410,right,Germany_Bündnis‘90/Die Grünen_2005_right,Germany_Bündnis‘90/Die Grünen_2005_410,Die Grünen
532,"Sanfter Tourismus ist gezielt zu fördern, einschließlich einer ökologischen Verkehrsinfrastruktur.",2005,501,406,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
533,Das ist präventive Sozialpolitik.,2005,501,487,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
534,Sie umfasst auch die Rahmenbedingungen für eine gesunde Umwelt,2005,501,519,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
535,Ein solches Programm muss eine Lenkungswirkung im Sinne einer ökologisch nachhaltigen Entwicklung haben.,2005,416,689,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,416,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_416,Die Grünen
536,"Die ökologische Steuerreform ist ein Erfolg grüner Regierungsbeteiligung und sie wirkt, das musste letztlich selbst die Union eingestehen.",2005,501,762,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
537,und die Treibhausgasemissionen des Verkehrs wurden um 10 % gemindert.,2005,501,764,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
538,"Eine Weiterentwicklung der ökologischen Finanzreform schafft zusätzliche Anreize für einen sparsamen Umgang mit knappen Ressourcen,",2005,501,765,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
539,"Wir wollen deshalb umweltschädliche Subventionen, wie die Entfernungspauschale reduzieren und die Kohlebeihilfe abschaffen, eine Steuer auf Kerosin sowie die Mehrwertsteuer für grenzüberschreitende Flüge einführen, und ungerechtfertigte Ökosteuer-Ausnahmen für Großverbraucher konsequent reduzieren.",2005,501,768,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
540,Ökologische Verantwortung,2005,501,772,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
541,"und  nichts, was man sich nur in guten Zeiten leisten darf, sondern Voraussetzung für Klimaschutz,",2005,501,774,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
542,"Wenn wir uns heute nicht um Umwelt und Klima kümmern, werden noch unsere Urenkel an den Kosten zu zahlen haben.",2005,501,779,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
543,Mehr Ökologie,2005,501,787,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
544,Unser Eintreten für die Ökologie ist der Verantwortung für Mensch und Erde verpflichtet.,2005,501,789,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
545,"“Wir haben die Erde von unseren Kindern nur geborgt”, dieses Motto stand am Beginn der grünen Bewegung und macht bis heute den Unterschied aus.",2005,501,790,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
546,Ohne den Schutz der natürlichen Lebensgrundlagen gibt es keine Freiheit und keine Lebensperspektiven.,2005,501,792,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
547,"Ökologische Politik ist eine Politik für eine innovative, dynamische und nachhaltige Wirtschaftsentwicklung.",2005,416,794,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,416,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_416,Die Grünen
548,Sie steht für Arbeit mit Zukunft und für mehr Lebensqualität – national und global.,2005,501,795,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
549,"Wir sind energiepolitisch zu neuen Ufern aufgebrochen: Weg von den begrenzten Öl- und Uranvorräten, hin zu unendlicher Energie aus Sonne, Wind, Wasser, Biomasse und Erdwärme und zum Ausbau nachwachsen-der Rohstoffe.",2005,501,797,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
550,"Wir haben mit dem Erneuerbaren-Energien-Gesetz (EEG) die Stromerzeugung aus sauberen, erneuerbaren Quellen konsequent gefördert.",2005,501,798,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
551,Unser Ziel bis 2020 heißt: “4x25”.,2005,501,803,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
552,"Aus Erneuerbaren Energien, und nachwachsenden Rohstoffen wollen wir bis zum Ende des kommenden Jahrzehnts ein Viertel der  Stromversorgung, ein Viertel der  Wärmenutzung, ein Viertel des  Kraftstoffverbrauchs und ein Viertel der heute noch chemisch produzierten Güter  herstellen.",2005,501,804,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
553,"Dazu werden wir in der nächsten Legislaturperiode ein Gesetz zur Förderung regenerativer Wärmegewinnung einbringen, Offshore-Windparks ans Netz bringen, und die Einführung nachwachsender Rohstoffe gezielt fördern.",2005,501,805,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
554,Den sparsamen und energieeffizienten Ressourcenverbrauch wollen wir politisch unterstützen.,2005,501,806,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
555,"Wir setzen auf die drei starken “E” Erneuerbare, Energieeffizienz, Einsparen.",2005,501,807,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
556,Langfristig wollen wir die industrielle Produktion von Gütern und Kraftstoffen umfassend auf eine regenerative Rohstoffbasis stellen.,2005,501,808,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
557,"Wir sind ins solare Zeitalter aufgebrochen, wissen aber auch, dass wir noch nicht soweit sind, auf fossile Energieträger ganz zu verzichten.",2005,501,810,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
558,"Wir setzen auf Kraft-Wärme Kopplung und darauf, Erdgas und Kohle so effizient wie möglich zu verstromen.",2005,501,811,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
559,Die Kohlesubventionen wollen wir abschmelzen und bis 2012 komplett abbauen.,2005,501,812,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
560,Wegen der extrem hohen Schäden durch den Bergbau ist die Steinkohleförderung im Saarland spätestens 2010 zu beenden.,2005,501,813,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
561,"Weil wir mit dem Emissionshandel kalkulierbare Rahmenbedingungen für die ökologische Modernisierung geschaffen haben, wird nach Jahrzehnten in Deutschland endlich wieder in den Kraftwerkspark investiert und der Erneuerungsbedarf beträgt fast 20 Mrd. Euro.",2005,501,815,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
562,"Der Emissionshandel sorgt dafür, dass Klimaschutz dort stattfindet, wo er am kostengünstigsten verwirklicht werden kann.",2005,501,817,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
563,Hierfür müssen die Gesamtmenge der zulässigen Emmissionen kontinuierlich reduziert und Sonderregelungen abgebaut werden.,2005,501,818,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
564,Mit dem Emissionshandel und mit dem Erneuerbare-Energien-Gesetz haben wir Klimaschutz zum Wachstumsmotor gemacht.,2005,501,819,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
565,Mit BÜNDNIS 90/DIE GRÜNEN ist Deutschland international Vorreiter für ambitionierte Umweltpolitik und konsequenten Klimaschutz.,2005,501,822,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
566,"Wir kämpfen dafür, dass das so bleibt,",2005,501,823,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
567,Wir streiten für ambitionierte mittel- und langfristige Ziele.,2005,501,827,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
568,Wir wollen die erfolg-reiche Klimaschutzpolitik der letzten Jahre fortsetzen.,2005,501,829,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
569,"Dafür müssen wir unsere Treibhausgasemmissionen bis 2020 um 40% senken, bis 2050 um 80%.",2005,501,830,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
570,Auch die EU muss Vorreiter bleiben und den internationalen Klimaschutz weiter voran bringen.,2005,501,831,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
571,"Wir erwarten, dass sich die EU bald zur Senkung der Treibhausgasemmissionen um 30% bis 2020 gegenüber 1990 verpflichtet und eine langfristige europäische Klimaschutzstrategie entwickelt.",2005,501,832,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
572,Die vielfältigen Potentiale der Erneuerbaren Energien können dann noch breiter und effizienter ausgeschöpft werden.,2005,501,834,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
573,Neben dem Ausbau hocheffizienter Kraftwerke und Erneuerbarer Energien setzen wir auf mehr Effizienz und Energieeinsparung.,2005,501,835,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
574,Den Anteil der Kraft-Wärme-Koppelung wollen wir bis 2010 verdoppeln und setzen dabei vorrangig auf dezentrale Lösungen und den Einsatz erneuerbarer Energien.,2005,501,837,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
575,"Wir wollen einen Klimaschutzfond auflegen, mit dem Maßnahmen zur Senkung des Energieverbrauchs in Schulen, Krankenhäusern, Kommunen und privaten Haushalten angestoßen und finanziert werden.",2005,501,838,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
576,Mit der solaren Stadterneuerung setzen wir neue Impulse für einen modernen Städtebau.,2005,501,841,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
577,Ab 2006 soll ein Energiepass alle MieterInnen und alle KäuferInnen über den Energiebedarf einer Wohnung informieren.,2005,501,842,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
578,"Atomkraft ist nicht zu verantworten, weil ein Unfall wie in Tschernobyl nicht sicher ausgeschlossen werden kann.",2005,501,849,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
579,Die Entsorgungsfrage atomaren Mülls ist weltweit ungelöst.,2005,501,850,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
580,"Wir setzen uns für die schnellstmögliche Stillegung der besonders gefährdeten Anlagen, nämlich von Philippsburg 1, Isar 1, Biblis A und Brunsbüttel ein.",2005,501,854,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
581,Das Atomgesetz gibt die Möglichkeit dazu.,2005,501,855,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
582,"Immer wieder kommt es zu Störfällen, mehrere Atommeiler sind nicht einmal gegen Flugzeugabstürze gesichert.",2005,501,856,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
583,"GRÜNE haben dafür gesorgt, dass Deutschland aus der Plutoniumwirtschaft ausgestiegen ist.",2005,501,863,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
584,"Wir haben den Baustopp in Gorleben durchgesetzt, Castortransporte minimiert und die Transporte abgebrannter Brennelemente in die Wiederaufbereitung beendet.",2005,501,864,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
585,Urananreicherung als Teil der nuklearen Produktionskette soll keine Zukunft haben.,2005,501,865,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
586,"Weil das Endlagersuchgesetz nun den Neuwahlen zum Opfer fiel, werden wir es in der neuen Legislaturperiode unverzüglich einbringen.",2005,501,866,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
587,Eine vorzeitige Festlegung auf den Standort Gorleben darf es nicht geben.,2005,501,867,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
588,Aus unserer Sicht ist Gorleben aus geologischen Gründen (Mehrbarrierenkonzept) nicht geeignet.,2005,501,869,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
589,"Nur mit starken GRÜNEN wird der Atomausstieg fortgesetzt und gehen bis 2009 mit Biblis A und B, Brunsbüttel und Neckarwestheim I weitere Meiler vom Netz.",2005,501,872,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
590,Ausgerechnet diese maroden Altanlagen mit einem Stammplatz in den jährlichen Störfallberichten sollen nach dem Willen von Schwarz-Gelb länger betrieben werden.,2005,501,873,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
591,Das muss verhindert werden.,2005,501,874,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
592,Den EURATOM-Vertrag wollen wir abschaffen und bilaterale Nuklear-Abkommen durch Kooperationsverträge im Bereich Erneuerbare-Energien ersetzen.,2005,501,876,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
593,Eine weitere staatliche Finanzierung der Forschungen zur Kernfusion lehnen wir ab.,2005,501,877,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
594,"Gleichzeitig schlagen Folgen wie Lärm, Abgase, Unfälle und Flächenfraß negativ zu Buche.",2005,501,880,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
595,Klimapolitisch hat unser Verkehrssystem keine Zukunft und ist nicht exportfähig.,2005,501,881,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
596,BÜNDNIS 90/DIE GRÜNEN wollen das Mobilitätsbedürfnis der Menschen umweltverträglich gestalten.,2005,501,882,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
597,Das Ausmaß an Verkehr in den Industrieländern ist im Weltmaßstab nicht verallgemeinerbar und daher nicht zukunftsgerecht.,2005,501,883,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
598,Die Bahn ist das umweltfreundlichste Massentransportmittel.,2005,501,887,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
599,Aber kein Auto muss 16 Liter verbrauchen.,2005,501,898,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
600,Mit einer klaren und einfachen Kennzeichnung von Autos – Effizienzklassen A bis G – wollen wir den Wettbewerb um niedrigen Spritverbrauch in Schwung bringen.,2005,501,901,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
601,Auch eine Umstellung der Kfz-Steuer gemäß dem CO2-Ausstoß soll schnell auf den Weg gebracht werden.,2005,501,902,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
602,Die Zukunft gehört nahezu emmissionsfreien Autos mit Sprit aus nachwachsenden Rohstoffen oder anderen erneuerbaren Energien.,2005,501,903,41113_200509,41,41113,Germany,Bündnis‘90/Die Grünen,Alliance‘90/Greens,501,left,Germany_Bündnis‘90/Die Grünen_2005_left,Germany_Bündnis‘90/Die Grünen_2005_501,Die Grünen
