,text,election,code,pos,party_code,country_code,party,country,name,name_english,code_extract,sentiment,country_party_election_sentiment,party_agg
203,"Unser Ziel bleibt eine Gesundheitsversorgung für alle, unabhängig von individuellem Einkommen und Vermögen",1998,504,277,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
204,"Die Kommerzialisierung und Bürokratisierung des Gesundheitswesens müssen gestoppt, eine Zweiklassenmedizin muß verhindert bzw beseitigt werden",1998,504,278,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
205,"Vorsorge, Gesundheitsförderung und Rehabilitation sollen wieder stärker aus den Krankenkassen finanziert und gewährleistet werden",1998,504,279,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
206,Selbstbeteiligungen und Zuzahlungen der Patienten sind unsozial und bei effektivem Ressourceneinsatz unnötig,1998,504,280,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
207,"Wir werden uns dafür einsetzen, daß die strukturelle Prävention von HIV und AIDS umfassend fortgesetzt wird und HIV- und AIDS-Selbsthilfeprojekte dauerhaft finanziell gesichert werden",1998,504,284,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
208,Die Bewahrung und Reform der Sozialversicherungssysteme muß und kann mit der grundlegenden Erneuerung sozialer Sicherheit durch die Einführung einer bedarfsorientierten Grundsicherung einhergehen,1998,504,286,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
209,Sie würde einen wirklich geschichtlichen Fortschritt in dieser Gesellschaft darstellen,1998,504,287,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
210,Wir haben für sie im Bundestag konkrete Realisierungs- und Finanzierungsvorstellungen unterbreitet,1998,504,288,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
211,"Eine soziale Grundsicherung soll allen Menschen, die keinen existenzsichernden Erwerbsarbeitsplatz haben, in jeweils konkret auszugestaltender Weise eine eigenständige, menschenwürdige Lebensführung ermöglichen",1998,504,289,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
212,"Insbesondere sollen Arbeitslose, Rentnerinnen und Rentner, Auszubildende, Studierende und Menschen mit Behinderungen dadurch sozial gesichert und unabhängig werden",1998,504,290,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
213,"Für Menschen mit Behinderungen und chronisch Kranke, die nie einer Erwerbstätigkeit nachgehen können, ist ein existenzsichernder Nachteilsausgleich dringend erforderlich",1998,504,291,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
214,Der Anspruch von Erwerbslosen auf spezifische Leistungen der Sozialarbeit soll gesetzlich festgeschrieben werden,1998,504,293,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
215,Das schließt sowohl die Sozialarbeit für Erwerbslose als auch Formen der Selbsthilfe von Erwerbslosen ein,1998,504,294,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
216,Arbeitszwang und eine entwürdigende Kontrolle von Unterstützungszahlungen lehnen wir ab,1998,504,295,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
217,Es darf keine Denunziationsatmosphäre oder gar -pflicht geben,1998,504,297,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
218,"Wohnungslosigkeit und Unsicherheit sind eine Anklage an eine der reichsten Gesellschaften und an die Politik der Bundesregierung: Das Wohngeld muß unverzüglich angepaßt werden, damit die Kosten des Wohnens auch für Menschen mit niedrigen und mittleren Einkommen sozial verträglich sind",1998,504,302,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
219,"Der soziale Wohnungsbau muß erhalten und ausgebaut, selbstgenutztes, genossenschaftliches und kommunales Wohnungseigentum gleichberechtigt gefördert werden",1998,504,305,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
220,"Wir halten es für erforderlich und gerecht, den Kündigungsschutz für Alleinerziehende, Ältere und Menschen mit Behinderungen zu erweitern",1998,504,307,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
221,"und die Räumung auf die Straße, das heißt ohne Bereitstellung von Ersatzwohnraum, zu untersagen",1998,504,308,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
222,Selbstgenutztes Wohneigentum sowie angemessene private Altersvorsorge werden nicht in die Berechnungsgrundlage einbezogen,1998,504,365,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
223,Zu unseren Forderungen gehören nicht zuletzt ein altersabhängig gestaffeltes Kindergeld,1998,504,369,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
224,"Die PDS wird sich mit all ihren Möglichkeiten dafür einsetzen, daß für niedrige und mittlere Einkommen Belastungen durch Öko-Steuern und -Abgaben auf andere Weise, durch Steuerentlastungen oder Ausgleichszahlungen, kompensiert werden",1998,504,380,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
225,Daraus entstehende finanzielle Nachteile für untere und mittlere Einkommensgruppen sind auszugleichen,1998,504,385,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
226,"Zunehmende Einschränkungen bei den Sozialleistungen führen insbesondere bei alleinstehenden Frauen und Müttern zu Wohnungsnot, Armut und Abhängigkeit",1998,504,424,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
227,"Wir halten daran fest, daß jedes Kind bis zum Alter von 12 Jahren einen Rechtsanspruch auf einen Kita- bzw Hortplatz hat",1998,504,467,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
228,"Ganztagsplätze tragen in besonderem Maße dazu bei, diesen Grundsatz zu verwirklichen",1998,504,468,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
229,Die Höhe der Kita-Gebühren soll sich in allen Bundesländern am Einkommen der Sorgeberechtigten und der Zahl ihrer Kinder orientieren,1998,504,469,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
230,Für Kinder von Arbeitslosenhilfe- und Sozialhilfeempfängerinnen und -empfängern soll der Kita- bzw Hortplatz beitragsfrei sein,1998,504,470,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
231,"Steigende Lebenshaltungskosten, Abbau von Sozialleistungen und Rentenunrecht beeinträchtigen die Lebensqualität von Seniorinnen und Senioren erheblich",1998,504,473,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
232,"Seniorenbegegnungs- und -freizeitstätten, Seniorenbüros und -werkstätten sollen erhalten, zusätzliche geschaffen und die inhaltlichen Angebote attraktiver werden",1998,504,477,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
233,umfassende gesundheitliche Betreuung,1998,504,480,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
234,"Vor allem die Ausgrenzung aus Leistungen der Pflegeversicherung, die Novellierung des Bundessozialhilfegesetzes, die Neufassung des Arbeitsförderungsgesetzes sowie die Veränderungen im Betreuungs- und Rentenrecht beschränken und verhindern die gleichberechtigte Teilhabe von Menschen mit Behinderungen am Leben der Gesellschaft",1998,504,490,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
235,"Verarmung, Verängstigung und gesellschaftliche Isolation sind bei vielen die Folge",1998,504,491,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
236,Mit Sorge verfolgen wir die Entwicklung bei der Umsetzung des Pflegeversicherungsgesetzes,1998,504,496,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
237,Einige Verbesserungen werden mit langfristig wirkenden Verschlechterungen für Betroffene erkauft,1998,504,497,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
238,In der Annahme und Umsetzung eines steuerfinanzierten Pflege-Assistenz-Gesetzes sehen wir eine reale Alternative zu dieser Entwicklung,1998,504,498,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
239,"und soziale Sicherheit,",1998,504,681,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
240,"soziale Sicherheit bei Arbeitslosigkeit, Krankheit und im Alter zu gewährleisten",1998,504,728,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
241,"Daraus ergibt sich unsere Forderung nach elternunabhängiger, am Bedarf orientierter Studienfinanzierung,",1998,504,782,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
242,"Die PDS verlangt daher unter anderem den freien Zugang zum Internet, zu persönlichen E-mails, freie Terminals in Schulen, Volkshochschulen, Bibliotheken und Rathäusern",1998,504,823,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
243,"Von der nächsten Bundesregierung erwarten wir diesbezüglich wirksame Schritte und die Erhöhung der “Entwicklungshilfe” auf die zugesagten 0,7 Prozent des Bruttosozialprodukts",1998,504,866,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
244,"Es ist dringend geboten, daß sich die EU-Mitgliedstaaten verbindlich verpflichten, das gegenwärtige Niveau nationaler Sozialstandards nicht weiter abzubauen und gemeinsam ein qualitativ höheres Niveau sozialer Leistungen anstreben",1998,504,936,41221_199809,41,41221,Germany,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,504,left,Germany_Partei des Demokratischen Sozialismus_1998_left,PDS/Die Linke
245,"Wir wissen: Soziale Innovation, und nicht Sozialabbau, das ist die Basis für wirtschaftlichen Erfolg",1998,504,57,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
246,"Die Erneuerung der Sozialen Marktwirtschaft ist der Garant für Wohlstand und Erfolg, für soziale Sicherheit und demokratische Stabilität",1998,504,61,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
247,"Wir werden es nicht zulassen, daß der gesellschaftliche Konsens in unserem Land immer weiter beschädigt wird",1998,504,62,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
248,· Erneuerung der Sozialen Marktwirtschaft und,1998,504,72,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
249,"Ein Land, in dem die Familien mit Kindern gut aufgehoben sind",1998,504,79,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
250,"Wir setzen auf die Erneuerung der Sozialen Marktwirtschaft: auf die Verbindung von Leistung, Wettbewerb und sozialer Verantwortung",1998,505,109,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
251,"Die Bezahlung der Dienstleistung erfolgt zum Teil durch den privaten Haushalt selbst, zum anderen Teil durch Dienstleistungsgutscheine, die für jeden privaten Haushalt erhältlich sind",1998,504,240,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
252,Die Kosten der Gutscheine übernimmt die Bundesanstalt für Arbeit,1998,504,241,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
253,"Dadurch werden die Kosten der Arbeit für die privaten Haushalte so verbilligt, daß auch Normalverdienende sich Haushaltshilfen leisten können und damit der gewünschte Beschäftigungseffekt erreicht wird",1998,504,242,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
254,"Wir werden dafür sorgen, daß dieses Geld künftig nicht mehr hauptsächlich für die Bezahlung von Arbeitslosigkeit ausgegeben wird, sondern für die Finanzierung von Qualifizierung und Arbeit",1998,505,287,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
255,Das verringert die Ausgaben für Arbeitslosengeld und Arbeitslosenhilfe und bringt Mehreinnahmen bei Steuern und Sozialbeiträgen,1998,505,288,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
256,· eine Erhöhung des Kindergeldes,1998,504,310,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
257,Uns geht es · um Steuerentlastungen für Arbeitneh­mer und Familien und,1998,504,312,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
258,Die SPD will eine Anhebung des Kindergeldes um 30 Mark auf 250 Mark im Monat für das 1. und 2. Kind,1998,504,330,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
259,Das bedeutet für die Familien eine jährliche Verbesse­rung von 360 Mark je Kind,1998,504,331,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
260,Dazu wird bei der Ermittlung der Summe der Einkünfte die steuerliche Absetzbarkeit von Verlusten begrenzt,1998,504,352,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
261,Eine moderne Gesellschaft braucht einen funktionsfähigen Sozialstaat,1998,504,491,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
262,"Wir wissen: Nur wer sicheren Boden hat, ist bereit, Veränderung zu wagen und Risiken einzugehen",1998,504,492,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
263,Der moderne Sozialstaat bietet diesen sicheren Boden,1998,504,493,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
264,Er ist Voraussetzung für die Veränderungsbereitschaft der Menschen,1998,504,494,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
265,Nur eine Gesellschaft mit langfristig ver­läß­lichen Sicherungssystemen läßt Risiken kalkulierbar werden und schafft Raum für Innovationen,1998,504,495,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
266,"Ziel des modernen Sozialstaates ist Ermutigung zu Eigen­verant­wortung und Eigeninitiative, nicht Bevormundung",1998,504,496,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
267,Die Massenarbeitslosigkeit untergräbt die Stabilität der sozialen Sicherungssysteme: Durch die sinkende Zahl von Beitragszahlern und die steigende Zahl von Leistungs­empfängern zerstört die Arbeitslosigkeit die finanziellen Grundlagen des Sozial­staates,1998,504,501,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
268,"Mit einer Politik für neue Arbeitsplätze wird die SPD-geführte Bundes­regie­rung dafür sorgen, daß das Verhältnis von Beitragszahlern und Leistungsempfän­gern wieder ins Lot gebracht wird",1998,504,502,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
269,Unser Grundsatz heißt: „Arbeit statt Sozialhilfe“,1998,505,506,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
270,"Wir wollen dafür sorgen, daß Arbeitsfähigen, die Sozialhilfe erhalten, eine Arbeit, eine Umschulung oder eine Weiterbildung angeboten wird",1998,504,507,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
271,"Im Zusammenhang mit diesen positiven Anreizen werden wir dafür sorgen, daß Sozialhilfeempfänger angebotene Arbeitsplätze auch annehmen",1998,505,510,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
272,"Sollten angebotene Arbeitsplätze ohne wichtigen Grund nicht angenommen werden, so müssen die bestehenden gesetzlichen Vorschriften zur Kürzung der Sozialhilfe angewandt werden",1998,505,511,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
273,"In einer Gemeinschaft gibt es nicht nur Rechte, sondern auch Pflichten",1998,505,512,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
274,Wir wollen die Alterssicherung der Zukunft auf vier Säulen aufbauen: 1. Die gesetzliche Rentenversicherung wird auch in Zukunft die entscheidende Säule der Altersvorsorge bleiben,1998,504,515,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
275,2. Sie muß auch künftig im Alter einen angemes­senen Lebensstandard sichern,1998,504,516,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
276,3. Zweite Säule ist die betriebliche Altersvorsorge,1998,505,517,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
277,"4. Dritte Säule ist die private Vorsorge, z.B. durch Wohneigentum und Lebensver­siche­rungen",1998,505,518,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
278,"5. Als neue zusätzliche Säule der Alterssicherung wollen wir eine stärkere Beteili­gung der Arbeit­nehmerinnen und Arbeitnehmer am Kapitalstock der Volkswirtschaft, am Produktiv­kapital und am Gewinn der Unternehmen",1998,505,519,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
279,Das Vertrauen in die Sicherheit der Renten ist erschüttert,1998,504,521,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
280,"Dazu hat auch die von CDU, CSU und FDP beschlossene Kürzung des Rentenniveaus von 70 Prozent auf 64 Prozent beigetragen",1998,504,522,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
281,Die Kürzung des Rentenniveaus würde viele Rentnerinnen und Rentner zu Sozialhilfeempfängern machen,1998,504,523,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
282,"So darf man mit Menschen, die ein Leben lang hart gearbeitet haben, nicht umgehen",1998,504,525,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
283,Die SPD-geführte Bundesregierung wird die unsoziale Rentenpolitik unmittelbar nach der Bundestagswahl korrigieren,1998,504,526,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
284,"Sie wird dafür sorgen, daß der Generationenvertrag zwischen Alt und Jung wieder auf eine sichere Grundlage ge­stellt wird",1998,504,527,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
285,"Um das Rentensystem für die nächsten Jahrzehnte zu stabilisieren, werden wir die folgenden Strukturreformen durchführen:",1998,504,530,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,504,left,Germany_Sozialdemokratische Partei Deutschlands_1998_left,SPD
286,"Zu einer gerechten Finanzierung gehört es auch, Scheinselbständige und bisher nicht versicherte Selbständige in die Rentenversicherung einzubeziehen",1998,505,536,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
287,Bei einer sichtbaren Entspannung auf dem Arbeitsmarkt kann die tatsächliche Lebensarbeitszeit an die zunehmende Lebenserwartung angepaßt werden,1998,505,541,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
288,"Damit vermeiden wir, daß aktive ältere Menschen gegen ihren Willen vorzeitig in den Ruhestand geschickt werden",1998,505,542,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
289,Damit leisten wir auch einen weiteren Beitrag zur Stabilisierung des Rentensystems,1998,505,543,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
290,"Um die demographische Belastung der Rentenversicherung zu bewältigen, die sich in den Jahren 2015 bis 2030 aus dem veränderten Altersaufbau der Bevölkerung ergibt, kann nach der Jahrtausendwende für eine befristete Zeit ein Vorsorgefonds angelegt werden",1998,505,545,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
291,Mit diesem Vorsorgefonds kann das bestehende Umlage­verfah­ren durch ein Kapitaldeckungsverfahren sinnvoll ergänzt werden,1998,505,546,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
292,Bei dem Vorsorgefonds ist auch die Lage auf dem Arbeitsmarkt zu berücksichtigen,1998,505,547,41320_199809,41,41320,Germany,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,505,right,Germany_Sozialdemokratische Partei Deutschlands_1998_right,SPD
